first_word	empirical	total_emit_count	is_claude	has_ground_truth	vote_majority	vote_weighted	vote_strength	gemma_pred	gemma_softmax	gemma_correct	qwen_pred	qwen_softmax	qwen_correct	ministral_pred	ministral_softmax	ministral_correct	gpt_oss_20b_pred	gpt_oss_20b_softmax	gpt_oss_20b_correct	granite_pred	granite_softmax	granite_correct	majority_correct	weighted_correct
(´∀`)	LP	5	True	True	HP	LP	2-1-1-1	LN	0.9134799571573122	False	HP	0.2567873687927234	False	NB	0.444259986397257	False	HP	0.3421437470933638	False	LP	0.9510265283361204	True	False	True
(´∀`;)	nan	0	False	False	LP	LP	2-1-1-1	LN	0.995908169791854	False	HP	0.2340497340236076	False	NB	0.3931745515465858	False	LP	0.343036363256982	False	LP	0.7005095460364121	False	False	False
(´∇`)	HP	5	False	True	LP	LP	3-1-1	LP	0.8630047143854177	False	HP	0.2780880647849924	True	NB	0.381985597405643	False	LP	0.4826269776981333	False	LP	0.8817937766492013	False	False	False
(´□`)	HN-D	2	False	False	HN-D	HN-D	2-2-1	HN-D	0.9320965255254337	False	LN	0.1763620066511676	False	HN-D	0.4838081806018247	False	LN	0.2623835841876024	False	NB	0.4638599327131097	False	False	False
(´▽`)	LP	20	True	True	HP	LP	3-2	LP	0.7712816935419615	True	HP	0.2854054220751587	False	HP	0.3274501897605047	False	HP	0.4357506188473425	False	LP	0.6959516366979016	True	False	True
(´▽`;)	HN-S	1	False	False	LN	LN	3-1-1	LN	0.9512636862652032	False	HP	0.2594307689170629	False	LN	0.3392457910740375	False	LP	0.4177574257448821	False	LN	0.6822337668842593	False	False	False
(´▽`ʃ♡ƪ)	LP	7	False	True	LP	LP	3-2	LP	0.9918078305500933	True	HP	0.2908262062373494	False	LP	0.3417042117799774	True	HP	0.3670807710401521	False	LP	0.9319375078187933	True	True	True
(´▿`;)	HN-D	1	False	False	LN	LN	2-2-1	LN	0.7269311405973787	False	HP	0.1991829166751327	False	HN-D	0.4247166954816457	False	HP	0.2546098998842651	False	LN	0.6950554262915519	False	False	False
(´◕ω◕`)	nan	0	False	False	HP	LP	2-1-1-1	LN	0.7027961593059903	False	HP	0.2411730590738739	False	NB	0.5490036259120499	False	HP	0.3715839633833433	False	LP	0.8967810032721703	False	False	False
(´◕‸◕`;)	HN-S	1	False	False	LN	LN	2-1-1-1	LN	0.7084160509451926	False	HP	0.2080791290735872	False	LN	0.4434664936215621	False	NB	0.4636030991340413	False	LP	0.8760844687927166	False	False	False
(´◕‿◕`;)	HN-D	1	False	False	LN	LN	2-1-1-1	LN	0.8021803151543778	False	HP	0.268418936817952	False	LN	0.275887915108067	False	NB	0.3713913265498415	False	LP	0.9556585623042406	False	False	False
(´ヘ`;)	nan	0	False	False	LN	LN	4-1	LN	0.9727529716952577	False	LN	0.212267539478907	False	LN	0.4209946401516415	False	HN-S	0.3093097116054139	False	LN	0.9887293368980702	False	False	False
(´・_・`)	LN	13	True	True	HN-D	HN-D	2-2-1	HN-D	0.8120302584732847	False	NB	0.1903726103439978	False	HN-D	0.568307537810723	False	LN	0.3118072357605476	True	LN	0.9859656562054684	True	False	False
(´・̥̥̥ω・̥̥�	LN	1	False	False	HN-D	LN	2-2-1	HN-D	0.6226912605254076	False	HN-D	0.2331458060165923	False	LN	0.3937858583456677	False	LP	0.3494977938389275	False	LN	0.9598614830132544	False	False	False
(´・̥ω・̥`)	LN	1	True	False	LN	LN	4-1	LN	0.9219673666519038	False	NB	0.191997132297306	False	LN	0.3558152030897288	False	LN	0.2545254614675616	False	LN	0.993493359007216	False	False	False
(´・ω・)	nan	0	False	False	NB	NB	2-2-1	NB	0.9662729102097052	False	LP	0.2007829169736741	False	NB	0.460598285579179	False	LP	0.2517406879870053	False	LN	0.4942341962851022	False	False	False
(´・ω・`)	NB	68	False	True	LN	LN	4-1	LN	0.8431825948549139	False	LP	0.198355845630356	False	LN	0.3431791736879049	False	LN	0.2077727032398741	False	LN	0.9583083050304616	False	False	False
(´・‿・`)	LP	1	False	False		NB	1-1-1-1-1	NB	0.95657700105798	False	HP	0.2037765806636959	False	HN-D	0.4067850278429886	False	LP	0.2645345315262714	False	LN	0.9002254661084412	False		False
(´・・)	LN	1	False	False	LN	LN	3-1-1	LN	0.9926187768767688	False	HP	0.1943045747665472	False	LN	0.3824273163729866	False	LN	0.2386553692198663	False	LP	0.5801195446064878	False	False	False
(´ー`)	nan	0	False	False	NB	LN	2-1-1-1	LN	0.9885172016797992	False	LP	0.190385688652217	False	NB	0.4190028847227944	False	HN-S	0.2225474597532835	False	NB	0.5050771392496309	False	False	False
(´艸`)	LN	24	False	True	NB	NB	2-1-1-1	LP	0.4943163511923449	False	HP	0.2400507286330876	False	NB	0.3454104355003281	False	LN	0.2901070676951864	True	NB	0.3296829879895978	False	False	False
(´꒳`)	nan	0	False	False	LN	LN	2-1-1-1	LN	0.5020310286174839	False	LP	0.1978324755530585	False	NB	0.3873279014531697	False	HN-S	0.2979369050043088	False	LN	0.9900004558408912	False	False	False
(´︶`)	LN	1	False	False	LN	LN	4-1	LN	0.6344528739603209	False	LP	0.2025302403892602	False	LN	0.4218739651934948	False	LN	0.3178491503353968	False	LN	0.9586894246584372	False	False	False
(´｡・ω・｡`)	LN	1	True	False	LP	LP	2-1-1-1	LP	0.9179211549155476	False	LP	0.2605409226014451	False	NB	0.2765998730941996	False	HP	0.3348314991761179	False	LN	0.8435811016120224	False	False	False
(´｡・‿・｡`)	LP	12	True	True	LP	LN	2-2-1	LP	0.5298608864481255	True	LP	0.2365787882671531	True	LN	0.2893815586812217	False	HP	0.3028365974319388	False	LN	0.8322758543338976	False	True	False
(´｡・ﻌ・｡`)	LN	1	False	False	HP	HP	2-2-1	HP	0.6790757970893193	False	LP	0.2510902802500454	False	LN	0.29413746490297	False	HP	0.2814816976145566	False	LN	0.6616166845141519	False	False	False
(´ｰ`)	nan	0	False	False	NB	NB	4-1	HN-D	0.7818248375241538	False	NB	0.1889236167333871	False	NB	0.5172441081436671	False	NB	0.2068070235313429	False	NB	0.5197385855497768	False	False	False
(ò_ó)	HN-S	1	False	False	HN-S	HN-D	2-1-1-1	HN-D	0.9280914552188964	False	HN-S	0.2030772324048491	False	NB	0.2945312405781763	False	HN-S	0.2166307929935923	False	LN	0.5002096145222433	False	False	False
(˃˂)	NB	1	False	False		HP	1-1-1-1-1	LN	0.7144357405661478	False	HN-D	0.2275040733888496	False	NB	0.4284427413437141	False	LP	0.306658063054744	False	HP	0.7488995203637864	False		False
(˃᷄⁺˂	HP	1	False	False	LP	HP	2-1-1-1	HN-D	0.6520013666085506	False	LP	0.2690864609356599	False	NB	0.5760949725227468	False	LP	0.2802705845171486	False	HP	0.8290308787714359	False	False	False
(˃‿˂)	nan	0	False	False	HP	HP	2-2-1	HP	0.999589730605298	False	LP	0.2315066584706364	False	NB	0.3682592061741382	False	LP	0.4963048826043253	False	HP	0.9723981830871014	False	False	False
(˃⌑˂)	LN	5	False	True	HP	HP	2-1-1-1	HP	0.8711682896297046	False	HN-S	0.1909233429064952	False	NB	0.5859597465573911	False	LP	0.4284923398889006	False	HP	0.3496085836643093	False	False	False
(˃⌑˂ഈ)	HN-D	1	False	False	HP	HP	2-1-1-1	HP	0.9961273114390544	False	HN-D	0.1809788189710285	False	NB	0.5462121881175196	False	LP	0.4304420224967088	False	HP	0.808464963329499	False	False	False
(ˆᴥˆ)	NB	1	False	False	LP	HP	2-2-1	NB	0.9701953540774488	False	LP	0.2604963733062733	False	LP	0.3709437497101656	False	HP	0.3523714772251401	False	HP	0.7424631490979599	False	False	False
(ˆ‿ˆ)	LN	1	False	False	NB	NB	2-1-1-1	NB	0.8927591000206218	False	LP	0.2378226607977635	False	NB	0.3845060878047074	False	HP	0.3520043298773855	False	LN	0.6164313169887002	False	False	False
(ˆ‿ˆс)	HP	1	False	False	LN	LN	2-1-1-1	NB	0.7172489459730085	False	LP	0.2605818535494663	False	LN	0.3818043646487791	False	HP	0.3786683733305792	False	LN	0.7823859294566088	False	False	False
(ˆ‿ˆԅ)	HP	3	False	True	LP	LP	3-2	LP	0.946563660113148	False	LP	0.2140259038732918	False	LN	0.3651850237520708	False	LP	0.3453442156713051	False	LN	0.9742938959413724	False	False	False
(ˆ⌒ˆ)	NB	1	False	False	NB	NB	2-2-1	NB	0.7652814866991956	False	LP	0.2463436271437952	False	NB	0.3472489535554796	False	LP	0.3420773595403456	False	LN	0.9510900968229145	False	False	False
(ˊᗜˋ)	nan	0	False	False	LP	LP	3-2	NB	0.9093978745609884	False	NB	0.1986611830934112	False	LP	0.2780822037260386	False	LP	0.344592588844529	False	LP	0.6527771685601319	False	False	False
(ˊᗜˋ*)و	nan	0	False	False	LP	LP	3-1-1	HP	0.9927615897858526	False	LP	0.2054464029137929	False	LN	0.3217708522859326	False	LP	0.4366325359431087	False	LP	0.7464309874859185	False	False	False
(˘³˘)	LP	57	False	True	LP	LP	4-1	LP	0.9941503533485928	True	LP	0.2335300089442009	True	NB	0.3719892000816854	False	LP	0.349427317803695	True	LP	0.6718926020231083	True	True	True
(˘̩╭╭˘̩)	LN	1	False	False	LN	LN	4-1	LN	0.996975529447952	False	HN-S	0.192140335980481	False	LN	0.4088503454720663	False	LN	0.2861222127395273	False	LN	0.9048654912382058	False	False	False
(˘̩╭╮˘̩)	LN	12	False	True	LN	LN	4-1	LN	0.9699324015547942	True	HN-S	0.1910809233675419	False	LN	0.3991095335839072	True	LN	0.2924368630635896	True	LN	0.9450469807837596	True	True	True
(˘̩╭╯˘̩)	HN-S	2	False	False	LN	LN	4-1	LN	0.9482357154180412	False	HN-S	0.1951734482071895	False	LN	0.3779513252571526	False	LN	0.3018089017907072	False	LN	0.8762537581916788	False	False	False
(˘ω˘)	LP	14	False	True	LP	LP	4-1	LP	0.983355073250032	True	LP	0.2529665566211214	True	NB	0.3736125798543243	False	LP	0.3863703853480085	True	LP	0.6818971906503136	True	True	True
(˘ڡ˘)	LP	10	False	True	LP	LP	4-1	LP	0.9875047487957742	True	LP	0.2360275841998842	True	LN	0.5112272759984291	False	LP	0.3053854859913823	True	LP	0.8079795666035554	True	True	True
(˘‿˘)	LP	2	False	False	LP	LP	4-1	LP	0.9525905321441074	False	LP	0.2227130341201235	False	LN	0.4156561742357477	False	LP	0.3973089656913711	False	LP	0.6912429806036579	False	False	False
(˘▽˘)	HP	10	False	True	LP	LP	4-1	LP	0.9267908102975368	False	LP	0.243177551704775	False	NB	0.5385797050903086	False	LP	0.387691259029182	False	LP	0.9070900016819072	False	False	False
(˘・_・˘)	LP	1	False	False	LP	LP	2-2-1	LP	0.7252558358135575	False	LP	0.1940628376009519	False	NB	0.4763953612086452	False	LN	0.2529830878057666	False	LN	0.5694906262186277	False	False	False
(˘・ω・˘)	LN	1	False	False	LP	LP	3-1-1	LP	0.9072103689230956	False	LP	0.2312635251081129	False	NB	0.5543179656630203	False	LP	0.2615562831053524	False	LN	0.655283533175345	False	False	False
(˘︶˘)	LP	1	False	False	LP	LP	3-2	LP	0.9998284289357252	False	LP	0.1972578564474345	False	LN	0.421154498669014	False	LN	0.2380092242431309	False	LP	0.454317372833605	False	False	False
(˙▂˙)	LP	1	False	False	LP	LP	3-1-1	HN-S	0.6947778731907334	False	LP	0.1972840787464901	False	LN	0.3312547978937104	False	LP	0.3233075702549767	False	LP	0.849856470310194	False	False	False
(˙꒳˙)	NB	8	False	True	LP	LN	2-2-1	NB	0.9978476751146346	True	LP	0.263135506867566	False	LN	0.3652751757006845	False	LP	0.3043715953456858	False	LN	0.920030547834538	False	False	False
(˜︵˜;)	LN	1	False	False	LN	LN	3-1-1	HN-D	0.6690717822446728	False	LP	0.1954217295457911	False	LN	0.6155681436280415	False	LN	0.32929718671956	False	LN	0.8841826458374749	False	False	False
(˵・̀‿-˵)	nan	0	False	False	LP	HP	2-1-1-1	HP	0.7055663574696964	False	LP	0.2555504543918793	False	NB	0.3462939709722797	False	LP	0.3558405469007261	False	LN	0.6416697534485423	False	False	False
(˶˃‿˂˶)	nan	0	False	False	LP	LP	4-1	LP	0.7285379430291469	False	LP	0.2814115965346984	False	NB	0.5048766648762489	False	LP	0.5455917609599316	False	LP	0.575040452507714	False	False	False
(˶ˆᗜˆ˵)	nan	0	False	False	LP	LP	3-2	NB	0.4312147567320272	False	LP	0.222810536459751	False	NB	0.3648437441702247	False	LP	0.3772708764701135	False	LP	0.776684175070776	False	False	False
(˶ˆ‿ˆ˵)	LP	1	False	False	LP	LP	4-1	LP	0.5894707763942215	False	LP	0.2759373422467918	False	NB	0.409341847670876	False	LP	0.4255966636286744	False	LP	0.8257818097643808	False	False	False
(˶ˆ꒳ˆ˵)	LP	1	False	False	LP	LP	5	LP	0.9195889260927348	False	LP	0.2510853631691671	False	LP	0.3550254059674415	False	LP	0.413465405647459	False	LP	0.5827682256423482	False	False	False
(˶ᵔ‿ᵔ˶)	nan	0	False	False	LP	LP	3-2	LP	0.9966620605708828	False	LP	0.2157945036949533	False	NB	0.5505038447129974	False	LP	0.4269062751370718	False	NB	0.3637364933557839	False	False	False
(˶‾᷄⁻̫‾�	LP	2	False	False	LP	LP	4-1	LP	0.9950484386864934	False	LP	0.2160574029041868	False	NB	0.3523628646841414	False	LP	0.3923900364455209	False	LP	0.6199964821927347	False	False	False
(˶‾᷄ꇴ‾᷅	LP	2	False	False	LP	LP	4-1	LP	0.9323004447531448	False	LP	0.2276473255271321	False	NB	0.4393185174070701	False	LP	0.4164812597356718	False	LP	0.5289397272581604	False	False	False
(˶・̀ω・́˵)	NB	1	False	False	LP	LP	3-1-1	HN-S	0.687178011246322	False	LP	0.2394229418111384	False	NB	0.445170617767458	False	LP	0.2939186456180975	False	LP	0.5752023811287603	False	False	False
(̄³̄)	HN-S	1	False	False	LN	LN	2-1-1-1	HN-D	0.9363000948199336	False	HN-S	0.2240176611488794	False	HP	0.4502183222690982	False	LN	0.2577436779254566	False	LN	0.8219352050156512	False	False	False
(̄▽̄)	nan	0	False	False	NB	NB	2-2-1	NB	0.628999387074741	False	LP	0.1870032960210517	False	HP	0.6009645035264496	False	NB	0.2647989468287843	False	LP	0.5748267336629	False	False	False
(̑‿̑)	LN	1	False	False	HN-S	LN	2-2-1	LP	0.6966232739471231	False	HN-S	0.206290392682059	False	LN	0.551784328317797	False	HN-S	0.3278418277064987	False	LN	0.4906254481757425	False	False	False
(̒‿̒)	HN-S	1	False	False	LN	LN	2-1-1-1	NB	0.5772047139817108	False	HP	0.2069995311987263	False	LN	0.5023464188611089	False	HN-S	0.2221694030494296	False	LN	0.6656056175692728	False	False	False
(̛̠̠)	HN-D	1	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.8933363958478409	False	HN-D	0.2074516850972407	False	LN	0.3467871124406328	False	HN-S	0.4287519332339664	False	LP	0.8312925440665383	False	False	False
(̥̯̥)	LN	1	False	False	LN	LN	3-2	LN	0.8429881696839269	False	HN-D	0.2103372620015525	False	LN	0.466520197051101	False	HN-D	0.3288421999813327	False	LN	0.9891523284058816	False	False	False
(͡°͜ʖ͡°)	HN-D	1	False	False	LN	LN	2-1-1-1	NB	0.5911983617461614	False	LP	0.1993853649226286	False	LN	0.4165108690812922	False	HN-D	0.285035808503331	False	LN	0.9866722890817868	False	False	False
(҂‿_‿)	nan	0	False	False	HN-S	LN	2-2-1	HN-D	0.693281957644604	False	HN-S	0.1970150408967149	False	LN	0.2890226789445294	False	HN-S	0.2857501972955401	False	LN	0.9467281793435512	False	False	False
(ू・‿・ू)	HP	1	False	False	NB	LN	2-1-1-1	LP	0.96792366815942	False	HN-S	0.1977394452919999	False	NB	0.3455296147922156	False	NB	0.209679316197456	False	LN	0.9796751441544967	False	False	False
(ಠ_ಠ)	HN-D	5	False	True	HN-D	HN-D	5	HN-D	0.9964688294790934	True	HN-D	0.1953660549816646	True	HN-D	0.3754277945994814	True	HN-D	0.4696621848205805	True	HN-D	0.8262539728289781	True	True	True
(ಠ‿ಠ)	nan	0	False	False	HN-D	HN-D	3-1-1	HN-D	0.7349626059773711	False	HN-S	0.1956654685499743	False	HN-D	0.2584965329386349	False	HN-D	0.4957377968521711	False	NB	0.8378490308224945	False	False	False
(ಠ益ಠ)	nan	0	False	False	HN-D	HN-D	5	HN-D	0.9986780330267786	False	HN-D	0.19723019491764	False	HN-D	0.3638183137107236	False	HN-D	0.4235862672063545	False	HN-D	0.9904626086029634	False	False	False
(ಥ﹏ಥ)	LN	24	False	True	LN	LN	3-2	HN-D	0.4661045758707229	False	LN	0.2187330976248886	True	LN	0.333551510647713	True	HN-D	0.4804898162029766	False	LN	0.864586387835185	True	True	True
(ฅ́˘ฅ̀)	nan	0	False	False	LP	LP	4-1	LP	0.8379293381838152	False	HN-D	0.1931219116395103	False	LP	0.342373884947527	False	LP	0.2605253038473836	False	LP	0.6119077366502824	False	False	False
(ง'̀-'́)	nan	0	False	False	HN-D	HN-D	4-1	HN-D	0.9964346967555284	False	HN-D	0.2163610599704729	False	HN-D	0.5953026986435378	False	HN-D	0.3090050082400678	False	LN	0.9286179108220964	False	False	False
(งᵒ̌皿ᵒ̌)	nan	0	False	False	LN	LN	2-1-1-1	HN-D	0.9679084356545814	False	HN-S	0.2135241548851361	False	LN	0.3123674102449977	False	HP	0.2629405137627324	False	LN	0.93687651965311	False	False	False
(งツ)	nan	0	False	False	HN-D	HN-D	4-1	HN-D	0.9617323676650876	False	HN-D	0.2067336694377708	False	HN-D	0.4569540445553546	False	HN-D	0.3506564083226912	False	LN	0.8534198929580629	False	False	False
(ง・_・)	nan	0	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.8103838893822941	False	HN-S	0.1954716084621635	False	HN-D	0.3177406464676088	False	HP	0.2737053394940272	False	LN	0.9202729790522084	False	False	False
(ง・̀_・́)	HP	1	False	False	HN-D	HN-D	3-1-1	HN-S	0.5419734787726131	False	HN-D	0.1935736241950297	False	HN-D	0.389457220617066	False	HN-D	0.3123609901250786	False	LN	0.8050031984526985	False	False	False
(ง・̀ω・́)	nan	0	False	False	LN	LN	2-1-1-1	HN-S	0.5616436375972119	False	LP	0.1976458711841539	False	LN	0.2499860699507136	False	HP	0.2834361771567881	False	LN	0.9127865757571813	False	False	False
(ง・̀ᗜ・́)	nan	0	False	False	HP	LN	2-1-1-1	HP	0.4009254460755427	False	LP	0.2130144336525044	False	HN-D	0.2288324108389346	False	HP	0.3205552415291005	False	LN	0.8451854189331531	False	False	False
(๑><๑)	LP	3	False	True		HN-S	1-1-1-1-1	HN-S	0.9980649036719772	False	LP	0.1939849565708822	True	HN-D	0.2704528704117351	False	HP	0.4296329226368153	False	LN	0.9754086310472404	False		False
(๑>‿<๑)	LP	5	False	True	LP	LP	3-1-1	LP	0.6535904293319974	True	LP	0.1984465290439351	True	LP	0.2427749420769205	True	HP	0.1936800097843286	False	LN	0.8325647227983224	False	True	True
(๑´ڡ`๑)	LP	2	False	False	LP	LP	3-1-1	LP	0.9693643396063352	False	LP	0.1988107757835248	False	LP	0.3793275883320621	False	HP	0.2254692062827059	False	LN	0.5537157644046099	False	False	False
(๑˃‿˂)	HP	113	False	True	HP	HP	2-2-1	HP	0.9608104711615928	True	LP	0.2002385498528297	False	NB	0.5582768194603804	False	HP	0.2417725573576857	True	LP	0.7866013905766696	False	True	True
(๑・̀ㅁ・́๑)	LP	17	False	True	HN-S	HN-S	2-2-1	HN-S	0.959364054689398	False	HN-S	0.2013152469227271	False	LN	0.276462790546053	False	HP	0.2213432444138181	False	LN	0.5495405262842256	False	False	False
(๑・̀ㅂ・́)	LP	8	False	True	NB	NB	2-1-1-1	NB	0.9932502013237744	False	LP	0.2150732333852932	True	NB	0.2488014797035002	False	HP	0.2287929243905766	False	LN	0.9577670117827396	False	False	False
(๑・́₃・̀๑)	LN	3	False	True		LN	1-1-1-1-1	HN-S	0.8337246803271059	False	HN-D	0.1933490930017836	False	NB	0.3041599116539632	False	LP	0.1973711009915797	False	LN	0.8822120224154696	True		True
(๑・﹏・)	HN-S	2	False	False	NB	NB	2-2-1	NB	0.450516098934784	False	LP	0.2030146444279257	False	NB	0.3451999299722407	False	LN	0.2171180209473286	False	LN	0.5731337250712901	False	False	False
(ᐛ)	nan	0	False	False	HN-D	NB	2-2-1	HP	0.4529224843326092	False	HN-D	0.1937267157532344	False	NB	0.2731116568391024	False	HN-D	0.236057213120096	False	NB	0.7653312555017866	False	False	False
(ᐢ・ᴥ・ᐢ)	LP	1	False	False	HN-D	LP	2-1-1-1	HN-S	0.3225539865613375	False	HN-D	0.2036410560368296	False	NB	0.6452508085585377	False	HN-D	0.2620111239491935	False	LP	0.6849755221618328	False	False	False
(ᗒᗨᗕ)	nan	0	False	False	HN-D	HP	2-1-1-1	HP	0.8573838944729467	False	HN-D	0.2010382376117218	False	HN-S	0.3199129059216291	False	HN-D	0.2906575690855775	False	LN	0.6171902187571213	False	False	False
(ᗜ)	HN-D	1	False	False	NB	NB	2-1-1-1	HP	0.9259998489647984	False	LN	0.1881330276897608	False	NB	0.3740829140776683	False	HN-S	0.3333923848314546	False	NB	0.7128142752001471	False	False	False
(ᗜ3)	HN-S	1	False	False	NB	HP	2-1-1-1	HP	0.8398167375809564	False	NB	0.2023393027318682	False	NB	0.3565823859502995	False	HN-S	0.3979351471658304	False	HN-D	0.5914827267310869	False	False	False
(ᗜ`)	HN-S	1	False	False		HP	1-1-1-1-1	HP	0.9461693140157412	False	HN-D	0.1892885607260737	False	NB	0.3128724310780468	False	HN-S	0.3606909543997659	False	LN	0.5805009828127309	False		False
(ᗜ㉨)	HN-S	1	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.5605733339706206	False	LN	0.1923595594979734	False	LP	0.3287250085667681	False	HN-S	0.3276819346384527	False	HN-D	0.6390282106853394	False	False	False
(ᵏᵈ)	LN	1	False	False	NB	NB	3-1-1	NB	0.8132861188822514	False	HN-D	0.2037676378337752	False	NB	0.3297830450554696	False	LN	0.2593195214768978	False	NB	0.9234821894249372	False	False	False
(ᵐᴥᵐ)	LN	1	False	False	NB	NB	3-1-1	NB	0.4724651646528223	False	HN-D	0.192527985926814	False	NB	0.4518049908291131	False	HN-S	0.2906823464215858	False	NB	0.6289167348018969	False	False	False
(ᵐᵒᵐ)	LN	1	False	False	NB	NB	3-1-1	HP	0.4217272165732741	False	HN-D	0.2190595537072709	False	NB	0.4488283567885479	False	NB	0.377691286413077	False	NB	0.9791979086464736	False	False	False
(ᵒ̌ᴥᵒ̌)	LN	8	False	True	HN-D	LN	3-1-1	HN-D	0.3825579284581272	False	HN-D	0.2074721823970649	False	HN-S	0.4926005988086637	False	HN-D	0.2201964622350537	False	LN	0.830825411876933	True	False	True
(ᵒ̌ᵃᵒ̌)	HP	4	False	True		NB	1-1-1-1-1	HP	0.7250606171960176	True	HN-D	0.2173510926744845	False	HN-S	0.335403676659869	False	LP	0.2251673725221495	False	NB	0.8290594796050273	False		False
(ᵒ̌ᵏᵒ̌)	NB	1	False	False	HN-S	LN	2-2-1	HN-S	0.4089185038029266	False	HN-D	0.2205177351258722	False	HN-S	0.4148215567955463	False	LN	0.2952414403780359	False	LN	0.5585869063958796	False	False	False
(ᵒ̌ᵐᵒ̌)	HN-S	4	False	True		NB	1-1-1-1-1	HP	0.490865136709212	False	HN-D	0.2426758045676431	False	HN-S	0.30538341786169	True	LN	0.2318312467050979	False	NB	0.7522705331486617	False		False
(ᵒ̌ᵐ㏑)	HN-S	2	False	False	HN-S	HN-S	2-2-1	HN-S	0.3803267494979321	False	HN-D	0.2231628624372025	False	HN-S	0.5016607653133435	False	HN-D	0.2180387963457669	False	LN	0.5028609790862033	False	False	False
(ᵒ̌ᵔᵒ̌)	HN-D	1	False	False	NB	NB	2-1-1-1	NB	0.5937481129451867	False	HN-D	0.2210174229203015	False	HN-S	0.4219152887313006	False	LN	0.2103019015955101	False	NB	0.770391068687421	False	False	False
(ᵒ̌ᵗᵒ̌)	HN-S	4	False	True	HN-S	HN-S	2-1-1-1	HN-S	0.772696980162425	True	HN-D	0.2084451696106961	False	HN-S	0.4130496698877152	True	LN	0.2434602424271561	False	NB	0.5751074832563897	False	True	True
(ᵔ̀-̀ᵔ)	HN-S	1	False	False	LN	HN-S	2-1-1-1	HN-S	0.7426793022695869	False	HN-D	0.2407690716355643	False	LN	0.3295782626581144	False	LN	0.1936618865396432	False	NB	0.3413073698986323	False	False	False
(ᵔᴥᵔ)	HN-D	55	False	True	NB	NB	4-1	NB	0.6371648745254462	False	HN-D	0.190385287666818	True	NB	0.3718867643851236	False	NB	0.1806972674857943	False	NB	0.5226317577624887	False	False	False
(ᵔᵔ)	LP	1	False	False	NB	NB	3-1-1	HP	0.9372914839997064	False	HN-D	0.2142700041411827	False	NB	0.3869959774825071	False	NB	0.2270261187212202	False	NB	0.948188159000355	False	False	False
(ᵔ‿ᵔ)	HN-D	5	False	True	NB	NB	3-1-1	NB	0.4097742445837894	False	HN-D	0.2114566283215137	True	NB	0.3715060275625128	False	NB	0.2434612634915806	False	LN	0.923168120870438	False	False	False
(ᵔㅂᵔ)	HN-S	7	False	True	HN-S	HP	2-1-1-1	HP	0.908415413965286	False	LP	0.2084444029372203	False	HN-S	0.286562748353227	True	HN-S	0.1923669705597728	True	NB	0.3722022069434023	False	True	False
(ᵔㅅᵔ)	HN-D	4	False	True		HP	1-1-1-1-1	HP	0.842360545247482	False	HN-D	0.1984989807358705	True	NB	0.2730592701883259	False	HN-S	0.1876496012751024	False	LN	0.7092096471373815	False		False
(ᵔㅜᵔ)	HN-D	1	False	False	LN	HP	2-1-1-1	HP	0.96302895760882	False	LN	0.2028393773612999	False	HN-S	0.2811778786054847	False	HN-D	0.220273734911052	False	LN	0.7017160406583458	False	False	False
(„‿‿‿„)	nan	0	False	False	NB	LP	2-1-1-1	LP	0.8700702627403242	False	HN-S	0.2150509740227731	False	HP	0.3622122871077607	False	NB	0.3152508912900898	False	NB	0.5360395495107456	False	False	False
(„・֊・„)	nan	0	False	False	LP	HN-S	2-1-1-1	HN-S	0.8698328387430933	False	HN-D	0.2217054994982931	False	LP	0.2923830883868168	False	LP	0.2567460448665161	False	NB	0.7790613508210059	False	False	False
(„・‿・„)	nan	0	False	False	NB	NB	2-1-1-1	NB	0.6622168326252104	False	HN-D	0.219731676439493	False	NB	0.3099627649321685	False	LP	0.3242329424050242	False	LN	0.7917599335699386	False	False	False
(‿͈ˬ‿͈)	nan	0	False	False	LP	LP	2-1-1-1	LP	0.9941775101332736	False	HP	0.2784675098598096	False	NB	0.4119445556293372	False	LP	0.4375780265181161	False	LN	0.5686281104889319	False	False	False
(‿‿)	LP	1	False	False	LN	LN	2-1-1-1	NB	0.7015824543846916	False	HP	0.1934441829937166	False	LN	0.447256419597156	False	LP	0.3902118923544507	False	LN	0.4211089085587288	False	False	False
(‿‿‿)	HP	6	False	True	LP	LP	3-1-1	LP	0.969475183805134	False	LP	0.2061050459217371	False	HP	0.3631440541296791	True	LP	0.459280428927698	False	HN-S	0.5052625463602628	False	False	False
(‿‿‿✿)	LP	1	True	False	LP	LP	3-1-1	LP	0.9912711006897514	False	HP	0.2166211933906044	False	LP	0.583864861105299	False	LP	0.4437126809879206	False	HN-S	0.5876409560504623	False	False	False
(⁀˘ω˘⁀)	HN-S	1	False	False	HP	NB	2-2-1	LP	0.4974393038417031	False	HP	0.2113973265698172	False	NB	0.3111479942734992	False	HP	0.2323146001938524	False	NB	0.809483277953111	False	False	False
(⁀ᗜ⁀)	LN	19	False	True	HP	HP	2-1-1-1	HP	0.4723251743319434	False	HP	0.2293786772210828	False	HN-D	0.4422229030152028	False	HN-S	0.3003503529650994	False	NB	0.7015005111826599	False	False	False
