first_word	soft_assignment	soft_margin	proto_sim_HP	proto_sim_LP	proto_sim_HN-D	proto_sim_HN-S	proto_sim_LN	proto_sim_NB	qwen_profile_cos	qwen_emission_HP	qwen_emission_LP	qwen_emission_HN-D	qwen_emission_HN-S	qwen_emission_LN	qwen_emission_NB
(・̀_・́)	NB	0.024015221412708065	0.7837769841129633	0.8404999127928938	0.7211037460488292	0.7552262111808977	0.7690445261095663	0.8645151342056019							
(・⩊・)	HP	0.032684305167997585	0.896405561924507	0.8637212567565095	0.7099872300854342	0.7586920889194115	0.7591577574422378	0.8408997848014982							
(・・;)	HN-S	0.004380986576049017	0.7151926557445845	0.7276746437352045	0.7763139723870922	0.794095011063257	0.772158528656855	0.789714024487208							
(ーー;)	LN	0.00218122368774909	0.6810171291356836	0.7119210697685895	0.7693446728904162	0.76642112538506	0.7749743125598582	0.7727930888721091							
(＾・ω・＾)	LP	0.014638975891134276	0.8540314504623373	0.874958333142285	0.6880914566086445	0.7394864973762978	0.7614698509140775	0.8603193572511507							
(｡>‿<｡)	HP	0.031779996570036384	0.8965054576293677	0.8647254610593313	0.7107983627558468	0.7573543857230296	0.7554049925392774	0.857638406610372							
(｡´꒳`｡)	HP	0.015425500780187451	0.8905910658735583	0.8659921715953638	0.7189187473054811	0.7636600155409554	0.7630523744734831	0.8751655650933708							
(｡╯︵╰｡)	NB	0.00484240883785636	0.7846139459276142	0.8001519730564746	0.7242041986632224	0.7138033538556857	0.7192621194257234	0.8049943818943309							
(｡╹ω╹｡)	LP	0.012620554078617174	0.8307025263084534	0.8479372503663968	0.6737033052821402	0.7205456640312234	0.7413905880236836	0.8353166962877796							
(｡・̀‿・́｡)	NB	0.005318250722975537	0.8497649205105811	0.8610868218103052	0.6901454285897953	0.7411622980842675	0.7562749051790316	0.8664050725332807							
(｡・́ω・̀｡)	NB	0.03333138833500071	0.7972338439380255	0.8635220466312253	0.7522105542258986	0.8064786246168073	0.818912622732648	0.896853434966226							
(｡・́⌒・̀｡)	LP	0.0012323896641949217	0.7429383041314634	0.7736342815374193	0.712108093049101	0.761069493014953	0.7645194419483471	0.7724018918732244							
(ﾟωﾟ)	HP	0.0560931149379551	0.9017225887861889	0.8376723186216346	0.746185918678986	0.7731695687521715	0.7548458567047174	0.8456294738482338							
(ﾟヮﾟ)	NB	0.031047563938843337	0.7622159447272692	0.79230603189912	0.7190842289926898	0.7131807587602542	0.7294961970353417	0.8233535958379633							
(￣▽￣;)	NB	0.05448981117620366	0.7273791089830061	0.7701746534693289	0.7641084744890425	0.7450719845189373	0.7705564385078978	0.8250462496841015							
(￣ー￣;)	NB	0.02039620549073573	0.7583631700041086	0.8277121173664317	0.7556992893090455	0.7972067865298441	0.8347814633915221	0.8551776688822579							
(￣￣)	NB	0.03538628746305772	0.789305028247341	0.7941174132611063	0.7280210794695244	0.7425641575458986	0.7280488062689455	0.829503700724164							
٩(ˊᗜˋ*)و	NB	0.04302555382587758	0.7876507448854833	0.8570327926300786	0.7395379895299836	0.7891982505432582	0.8035184145441656	0.9000583464559562							
٩(・̀‿・́)۶	NB	0.057033958265181206	0.764766824920423	0.8061434510006809	0.7361718741510342	0.759479577673681	0.7598790213413524	0.8631774092658621							
ヽ(^o^)ノ	LP	0.010248080363214007	0.8459923305583182	0.8672639901441449	0.7377319997568097	0.7498554724645361	0.7700207099047772	0.8570159097809309							
ヽ(´∀`)ノ	HP	0.060976332498520636	0.9135452265207569	0.8525688940222362	0.7162222452616447	0.7514517058743395	0.7505163959827137	0.8474796132711606							
ヽ(⌐■_■)ノ♪♬	NB	0.014924197315400956	0.849243730748086	0.8322124885609671	0.7297358230480061	0.7510950477595625	0.7448946616424493	0.864167928063487							
ヽ(・̀ω・́	NB	0.030346269250696722	0.7082346635002497	0.7663062768438956	0.7339125063990566	0.7552594754250801	0.7786163134217161	0.8089625826724128							
ヾ(・ω・`)	NB	0.0216861747275241	0.8275801321975665	0.8164573405689837	0.7215738838209321	0.7550298215845458	0.7471787267796786	0.8492663069250906							
((⊂(`ω´∩)	NB	0.025816298084362033	0.764018864565738	0.8296585208059319	0.7331588978494502	0.7358883544485075	0.7514084121745686	0.855474818890294							
(;ω;)	NB	0.012480566778105828	0.8620171461639828	0.8965484355350597	0.7243824995394137	0.7765999930334151	0.7965495974904903	0.9090290023131655	-0.25188252081202933	5.0	0.0	0.0	10.0	63.0	0.0
(=⌒‿‿⌒=)	HP	0.02551007325616861	0.8899284028392738	0.8345629353482609	0.737801400932032	0.7764656037003788	0.7484546146543146	0.8644183295831052							
(`へ´)	NB	0.07199025000639592	0.7606674273915837	0.8204462275252484	0.7477566237219859	0.7740404620114092	0.785792525323328	0.8924364775316443							
(°□°)	HN-S	0.0005405622669898413	0.7693144240256017	0.6524405847978065	0.7636622397008772	0.7698549862925915	0.6864674865522262	0.6961976625380885							
(°▽°)	HP	0.0029627755075378737	0.7995116458935492	0.7774509672775405	0.7041045878104167	0.7254552127136895	0.7042298367869089	0.7965488703860113							
(´°ω°`)	HP	0.05412740115732484	0.9136909757614964	0.8493717312896426	0.7339186974466553	0.7813818060562908	0.7576881127767289	0.8595635746041715							
(´·_·`)	NB	0.04925537411783798	0.7416236463502273	0.7634563517212323	0.7304352685896306	0.7532457732483917	0.734161826071932	0.8127117258390703							
(´ω`	LP	0.046938437414913214	0.871346977964857	0.9182854153797703	0.7099016744924416	0.7635935854342023	0.8015062945644857	0.8636573037661113							
(´д`;)	HN-S	0.03509282759732235	0.7561016778240482	0.7205813246954493	0.8215179725351529	0.8566108001324753	0.7887053269117316	0.7566743891101846							
(˘︶˘)	HP	0.0006932194097338806	0.8737863513724099	0.8713783852582724	0.704756341654996	0.7565348325562712	0.7629454422041639	0.873093131962676							
(҂‿_‿)	HP	0.03754812827693399	0.8752355891554058	0.8211332684599258	0.714332800384997	0.75811314496859	0.7339150036741211	0.8376874608784718							
(ง・̀ω・́)	NB	0.031328122398607716	0.7402559904086308	0.780906425057017	0.7578091474903971	0.8148923742268961	0.7971142211887914	0.8462204966255038							
(ง・̀ᗜ・́)	HP	0.05099115061015003	0.9174742731705674	0.851317270436167	0.7273664139814657	0.7778285356975972	0.7565621319195056	0.8664831225604174							
(ᐛ)	NB	0.02362259445358772	0.7069620643736277	0.7338510833551262	0.7772349630297686	0.7541326207235935	0.7514191758875266	0.8008575574833563							
(„‿‿‿„)	HN-D	0.013957830833613127	0.7962479928970885	0.7796870782375354	0.8324719395380927	0.8097825444796782	0.8185141087044796	0.7802366702118856							
(„・‿・„)	NB	0.013103992594364455	0.7611443282319408	0.776991921212321	0.6914528718754138	0.7068267296106244	0.7049800029940482	0.7900959138066854							
(‿͈ˬ‿͈)	HP	0.026533873794995166	0.8870557805167454	0.8471080872120701	0.709523960282913	0.7573111637084812	0.746755009692635	0.8605219067217502							
(‿‿‿✿)	NB	0.03117891736571421	0.797019925992738	0.8754851459024602	0.7399526002694893	0.8019135811565196	0.8245069577354645	0.9066640632681744							
(⁄⁄・⁄ω⁄・⁄⁄)	LP	0.0842370450440103	0.8058191243443135	0.9198101928682859	0.6896148368750998	0.7534239021049912	0.8202647927885219	0.8355731478242756							
(≧ω≦)	HP	0.02365482310744682	0.9081903560314386	0.8592921845130477	0.7403951058552631	0.7843727522789334	0.7705211746612635	0.8845355329239918							
(◕▿◕✿)	HP	0.05225247305890712	0.9094231967248703	0.8370406404750753	0.72910977745727	0.7684673453026888	0.7465787866041225	0.8571707236659631							
(◠‿・)	HP	0.008100792880873953	0.8658635813436034	0.8291812700620664	0.7108545867082089	0.7639758108724546	0.7405123583188596	0.8577627884627295							
(・	LP	0.0034452444985323405	0.859482177451404	0.881492738706715	0.7143247421875858	0.7569744866083638	0.773539980338475	0.8780474942081826							
(・_・ゞ−☆	NB	0.003387947535480329	0.7646499323596694	0.788347401079631	0.8175344688064282	0.8375362952159424	0.8263025079274134	0.8409242427514227							
(・̀.̫・́)	NB	0.04841912735134657	0.7270572752102605	0.7918798141550191	0.7295859978466769	0.7494558471518589	0.7659893527703066	0.8402989415063656							
(・̀ㅁ・́;)	HN-S	0.012811286884990003	0.7779829041032023	0.8001732127854267	0.8098743088099282	0.8510803597323362	0.8219529136117116	0.8382690728473462							
(・́︵・̀)	LN	0.04955561582785151	0.7958187083783002	0.8614130380539576	0.7941636838339513	0.8596543121327566	0.9109686538818091	0.8554404011207646							
(・‾‿‾・)	HP	0.04565221673089803	0.8747870955598072	0.8189197868143631	0.7044572988840686	0.7405458365401499	0.7280525825329494	0.8291348788289091							
(・∀・;)	NB	0.0068881607826583036	0.8421554090827541	0.9050215997104831	0.7398220324656312	0.8108971961682028	0.8235288149203936	0.9119097604931414							
(・へ・)	HN-D	0.08002378857658865	0.7198135291780466	0.7044277274620303	0.8548328056024128	0.7748090170258242	0.7522903664032884	0.7327380822963093							
(｡◕◕｡)	HP	0.02267880958457258	0.9139714843551394	0.884843056312149	0.7232461822545442	0.7746881848077888	0.7792666003727314	0.8912926747705668							
(｡・	NB	0.02370753184159624	0.8647171685294002	0.8797051498628181	0.7617520027361204	0.7971977612191278	0.8038780321411662	0.9034126817044144							
(ﾟーﾟ)	LN	0.00025448359128543707	0.757811031056771	0.805545326875568	0.8066748092166711	0.8187425944622211	0.8420488410099833	0.8417943574186979							
(￣へ￣)	NB	0.0031311865006612427	0.6725566351998731	0.6927385629223847	0.7629416915418152	0.7201452602944213	0.7155499521104839	0.7660728780424765							
╰(´︶`)╯	NB	0.010782903291501666	0.7495466810199298	0.7880094991825557	0.7344872386752745	0.7078898696096609	0.7238233010948699	0.7987924024740574							
╰(⊡-⊡)و	HP	0.03417967313833503	0.8614428225468111	0.8066610830513151	0.7005100369556563	0.7417570381205858	0.7180985799655014	0.8272631494084761							
ヽ(	HP	0.02925998630541815	0.9064874983543996	0.8772275120489814	0.7299211214061394	0.7685713721892982	0.7658223050224512	0.8731246734780254							
ヽ(^	NB	0.050960695355184216	0.7005777988992792	0.7212074378607118	0.6001486715377569	0.6539943181582972	0.6679918485040789	0.7721681332158961							
ヽ(´	NB	0.03987340721216637	0.8035954195821254	0.8342509215282484	0.7719162452906857	0.8258797976554733	0.8296503607187687	0.8741243287404148							
ヽ(´∀`)ﾉ	NB	0.033421350875966316	0.7704688751387165	0.8674530258111685	0.7212502104902475	0.77951587057042	0.7995434481126561	0.9008743766871348							
ヽ(゜∇゜)ノ	HP	0.00494952667813886	0.8946302243898521	0.8896806977117132	0.7339410853829443	0.7723914600169725	0.7877511411571598	0.8752843034002195							
ヽ(・ω・ﾉ	HP	0.018762179629326248	0.9003000231851125	0.8779599929823989	0.7200449207071838	0.7694073099656885	0.7720945160120247	0.8815378435557862							
