first_word	is_claude	is_wild	total_emit_count	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	gemma_emit_count	qwen_emit_count	ministral_emit_count	gpt_oss_20b_emit_count	granite_emit_count	wild_emit_count	wild_providers
(ᵔ̀-̀ᵔ)	False	False	1	0	0	0	1	0	0	0	0	0	1	0	0	
(ᵔᴥᵔ)	False	True	55	9	3	17	10	14	2	0	0	0	55	0	2	claude-opus-4-7,gpt-5-4-thinking
(ᵔᵔ)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(ᵔ‿ᵔ)	False	True	5	1	0	3	0	1	0	0	0	0	5	0	3	claude-opus-4-6,claude-opus-4-7,gpt-5.5
(ᵔㅂᵔ)	False	False	7	0	0	2	4	0	1	0	0	0	7	0	0	
(ᵔㅅᵔ)	False	False	4	1	1	2	0	0	0	0	0	0	4	0	0	
(ᵔㅜᵔ)	False	False	1	0	0	1	0	0	0	0	0	0	1	0	0	
(„‿‿‿„)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(„・֊・„)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(„・‿・„)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	gpt-5-5-thinking
(‿͈ˬ‿͈)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(‿‿)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(‿‿‿)	True	True	33	2	16	0	0	0	15	4	0	0	2	0	1	claude-opus-4-7
(‿‿‿✿)	True	True	5	0	5	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(⁀˘ω˘⁀)	False	False	1	0	0	0	1	0	0	0	0	0	1	0	0	
(⁀ᗜ⁀)	False	False	19	4	1	2	5	6	1	0	0	0	19	0	0	
(⁀✰)	False	False	1	0	0	0	1	0	0	0	0	0	1	0	0	
(⁄	False	False	14	4	6	0	0	2	2	0	7	0	6	1	0	
(⁄⁂⁄)	False	False	1	0	0	0	0	0	1	0	0	0	1	0	0	
(⁄⁄・⁄ω⁄・⁄)	False	False	1	1	0	0	0	0	0	0	0	0	1	0	0	
(⁄⁄・⁄ω⁄・⁄⁄)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(⁎˃ᆺ˂)	False	False	2	0	0	0	0	2	0	0	0	0	0	2	0	
(⁎˃‿˂⁎)	False	False	3	0	3	0	0	0	0	0	0	0	3	0	0	
(⁎‿‿‿⁎)	False	False	6	0	6	0	0	0	0	1	0	0	0	0	0	
(⇀‸↼‶)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(≖‿≖)	False	False	1	0	0	0	0	0	1	0	0	0	1	0	0	
(≧^O^≦)	False	False	1	0	0	0	1	0	0	0	0	0	1	0	0	
(≧ω≦)	False	True	5	1	2	1	0	0	1	0	0	0	5	0	2	claude-opus-4-7,codex-hook
(≧‿≦)	True	True	108	39	33	11	10	2	13	0	42	0	60	2	1	claude-opus-4-7
(≧∇≦)	True	False	6	5	1	0	0	0	0	1	2	1	0	0	0	
(≧▽≦)	True	True	76	46	8	2	1	5	14	10	21	19	8	2	4	claude-opus-4-7,codex-hook,gpt-5-4-thinking
(≧▽≦*)o	False	False	1	1	0	0	0	0	0	0	1	0	0	0	0	
(≧︿≦)	False	False	1	0	0	0	1	0	0	0	0	0	0	1	0	
(⊃｡・́‿・̀｡)	False	False	2	2	0	0	0	0	0	0	2	0	0	0	0	
(⊙^▽^⊙)	False	False	1	1	0	0	0	0	0	0	0	0	0	1	0	
(⊙_⊙)	False	True	199	0	0	30	143	0	26	99	1	4	0	0	3	claude-opus-4-6,claude-opus-4-7,gpt-5.5
(⊙_⊙;)	False	False	13	2	1	3	7	0	0	0	10	0	3	0	0	
(⊙_◎)	False	False	3	0	0	0	2	1	0	0	0	0	3	0	0	
(⊙_☉;)	False	False	5	0	0	0	4	1	0	0	0	0	5	0	0	
(⊙o⊙)	False	False	1	1	0	0	0	0	0	1	0	0	0	0	0	
(⊙´ ω `⊙)	False	False	1	0	0	0	1	0	0	0	0	0	0	1	0	
(⊙ˊωˋ⊙)	False	False	1	1	0	0	0	0	0	0	0	1	0	0	0	
(⊙ˊᵔ⊙ˋ)	False	False	1	0	0	0	0	0	1	0	0	1	0	0	0	
(⊙ω⊙)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(⊙ᗜ⊙)	False	False	1	1	0	0	0	0	0	0	0	0	0	0	0	
(⊙′ω`-)	False	False	1	0	1	0	0	0	0	0	0	1	0	0	0	
(⊙‿⊙)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-6,claude-opus-4-7
(⊙⊃□⊂)	False	False	1	0	1	0	0	0	0	0	0	1	0	0	0	
(⊙⊙)	False	False	1	1	0	0	0	0	0	1	0	0	0	0	0	
(⊙⌒∇⌒⊙)ゝ	False	False	1	1	0	0	0	0	0	0	0	0	0	1	0	
(⊙▽⊙)	False	False	2	2	0	0	0	0	0	2	0	0	0	0	0	
(⊙◞⊙)	False	False	5	0	0	0	4	1	0	0	0	5	0	0	0	
(⊙〇⊙)	False	False	1	1	0	0	0	0	0	0	0	0	0	0	0	
(⊙ヮ⊙)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(⊙﹏⊙)	False	False	37	0	0	0	37	0	0	19	0	0	0	0	0	
(⊙�	False	False	1	1	0	0	0	0	0	0	0	0	0	1	0	
(⊡-⊡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(⌐■_ω■)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-6
(⌐■_■)	False	True	11	0	0	0	0	0	11	0	4	0	1	6	4	claude-opus-4-6,claude-opus-4-7,codex-hook,gpt-5.5
(⌐■‿■)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-6
(⌒_⌒;)	False	True	4	0	1	0	1	2	0	0	0	0	4	0	1	claude-opus-4-7
(⌒‿⌒)	True	True	18	0	8	0	0	0	10	0	2	0	12	2	1	claude-opus-4-7
(⌒▽⌒)	False	True	21	0	7	0	0	2	12	0	0	0	0	21	1	claude-opus-4-7
(⌓・ᴥ・⌓)	False	False	1	0	0	0	0	0	1	0	0	0	0	1	0	
(⌛)	False	False	2	1	0	0	1	0	0	0	0	1	0	1	0	
(⌯˃᷄	False	False	5	0	1	0	1	3	0	0	0	0	0	5	0	
(⏰)	False	False	1	0	0	0	0	0	1	0	0	1	0	0	0	
(─‿‿─)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(┛▧益▧)	False	False	1	0	0	0	0	1	0	0	0	0	0	1	0	
(╥_╥)	True	False	47	1	0	24	10	11	1	0	27	0	18	0	0	
(╥_﹏)	False	False	2	0	1	0	0	0	1	0	0	0	2	0	0	
(╥╯﹏╰╥)	False	False	1	0	0	0	0	1	0	1	0	0	0	0	0	
(╥﹏╥	False	False	1	0	1	0	0	0	0	0	1	0	0	0	0	
(╥﹏╥)	True	True	95	10	0	34	38	12	1	12	28	3	26	5	1	claude-opus-4-7
(╬	True	False	1	0	0	0	1	0	0	0	0	0	0	0	0	
(╬Ò﹏Ó)	True	False	50	0	0	26	24	0	0	0	0	0	0	0	0	
(╬ಠ益ಠ)	True	False	51	0	0	48	3	0	0	0	0	0	0	0	0	
(╬⊙△⊙)	True	False	1	0	0	0	1	0	0	0	0	0	0	0	0	
(╭ರ_・́)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(╭☞・̀	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(╭☞・́⍛・̀)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-6
(╯°□°	False	False	1	1	0	0	0	0	0	0	1	0	0	0	0	
(╯°□°)	True	True	456	12	5	377	44	11	7	134	85	16	41	0	4	claude-opus-4-6,claude-opus-4-7,codex-hook,gpt-5.5
(╯ↀ╰)	False	False	1	0	1	0	0	0	0	0	0	1	0	0	0	
(╯▽╰)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(╯✧∇✧)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(╯✧╰)	False	False	1	1	0	0	0	0	0	0	0	1	0	0	0	
(╯✧╰╯)	False	False	1	1	0	0	0	0	0	0	0	1	0	0	0	
(╯✧▽✧)	False	False	3	2	1	0	0	0	0	1	0	2	0	0	0	
(╯︵╰,)	True	False	1	0	0	1	0	0	0	0	0	0	0	0	0	
(╲︿╱')	False	False	1	1	0	0	0	0	0	0	0	0	0	1	0	
(╹ω╹)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(╹‿╹)	False	False	2	0	2	0	0	0	0	0	0	1	1	0	0	
(╹▽╹)	False	False	1	0	0	0	0	0	1	0	1	0	0	0	0	
(╹ェ╹)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(╹ヮ╹)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(▰˘‿˘▰)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-6
(▼_▼)	False	False	1	0	0	1	0	0	0	0	1	0	0	0	0	
(▽▽)	False	False	1	0	1	0	0	0	0	0	1	0	0	0	0	
(○_○)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(○´∀`○)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◎_◎;)	True	True	1	1	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◕.◕)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◕_◕)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(◕o◕)	False	False	1	0	0	0	0	1	0	0	0	0	1	0	0	
(◕ω◕)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(◕ω◕✨)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◕ω◕✿)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◕‿◕)	True	True	87	42	25	0	0	1	19	3	9	13	5	5	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(◕‿◕✌)	False	False	1	1	0	0	0	0	0	0	0	1	0	0	0	
(◕‿◕✨)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◕‿◕✿)	True	True	161	15	63	2	12	8	61	0	23	97	29	0	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(◕‿◕｡)	True	True	1	0	1	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◕‿◕�	False	False	1	0	0	0	0	0	1	0	1	0	0	0	0	
(◕▽◕)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◕▿◕✿)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◕ヮ◕)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(◜‿◝)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,gpt-5-5-thinking
(◞‸◟)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◞‸◟;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◞‸◟ㆀ)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(◞‿◟)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◞◟ㆀ)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◠‿◠)	False	True	3	1	0	0	1	1	0	0	0	2	0	1	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(◠‿◠✿)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◠‿・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(◣_◢)	False	True	1	0	0	0	1	0	0	0	0	1	0	0	1	claude-opus-4-7
(☀´▽`)	True	False	1	0	0	0	0	0	1	0	0	0	0	0	0	
(☁‿☁)	False	False	2	1	1	0	0	0	0	0	2	0	0	0	0	
(★^O^★)	False	False	1	1	0	0	0	0	0	0	1	0	0	0	0	
(★ω★)	False	False	8	8	0	0	0	0	0	5	0	0	0	0	0	
(★‿★)	False	True	3	3	0	0	0	0	0	0	1	0	0	0	1	claude-opus-4-7
(★≧▽^)	True	False	2	2	0	0	0	0	0	0	0	0	0	0	0	
(★▽★)	True	False	3	3	0	0	0	0	0	0	0	0	0	0	0	
(☆▽☆)	True	True	2	2	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(☉‿☉)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(☕~☕)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(☕˶◕‿◕˶)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(☕‿)	False	False	1	0	1	0	0	0	0	0	1	0	0	0	0	
(☕‿‿‿)	False	False	2	0	2	0	0	0	0	2	0	0	0	0	0	
(☕‿☕)	False	False	4	0	4	0	0	0	0	1	0	0	2	0	0	
(☕☁)	False	False	1	0	1	0	0	0	0	1	0	0	0	0	0	
(☕✿✿☕)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(☕・ω・)	False	False	1	0	1	0	0	0	0	0	1	0	0	0	0	
(☞‿☞)	False	False	2	0	1	0	0	0	1	0	0	0	2	0	0	
(☞ﾟヮﾟ)	False	True	5	0	1	0	2	1	1	0	0	0	5	0	2	claude-opus-4-6,claude-opus-4-7
(♡^▽^♡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(♡˃͈̑‿	True	False	1	1	0	0	0	0	0	0	0	0	0	0	0	
(♡˙︶˙♡)	True	False	2	1	0	0	0	0	1	0	0	0	0	0	0	
(♡‿♡)	True	False	7	7	0	0	0	0	0	0	0	0	0	0	0	
(⚖)	False	False	1	0	0	0	1	0	0	0	0	1	0	0	0	
(⚠)	False	False	2	0	0	0	2	0	0	0	0	2	0	0	0	
(⚰)	False	False	1	0	0	1	0	0	0	0	0	1	0	0	0	
(✈)	False	False	2	0	0	0	2	0	0	0	0	2	0	0	0	
(✈⚡)	False	False	1	0	0	0	1	0	0	0	0	1	0	0	0	
(✌)	False	False	1	0	0	0	0	0	1	0	0	1	0	0	0	
(✦‿✦)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(✧)	False	False	1	0	0	0	0	1	0	0	0	1	0	0	0	
(✧·∀·)	False	False	1	0	0	0	0	0	1	0	0	1	0	0	0	
(✧ω✧)	False	True	10	9	1	0	0	0	0	0	10	0	0	0	2	claude-opus-4-6,claude-opus-4-7
(✧‿✧)	False	False	1	1	0	0	0	0	0	0	0	1	0	0	0	
(✧✧)	False	False	1	0	0	0	0	1	0	0	0	1	0	0	0	
(✧・̮・)	False	False	1	0	0	0	0	1	0	0	0	1	0	0	0	
(✧・ω・✧)	False	False	1	0	0	0	0	1	0	0	0	1	0	0	0	
(✨)	False	False	7	1	3	0	0	0	3	0	0	7	0	0	0	
(✿´◜౪◝`✿)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(✿´◜‿◝`✿)	False	False	1	1	0	0	0	0	0	0	0	0	1	0	0	
(✿˃‿˂)	False	False	2	2	0	0	0	0	0	0	0	0	0	0	0	
(✿‾‾)	False	False	1	1	0	0	0	0	0	0	0	0	1	0	0	
(✿‿‿‿)	False	False	1	0	1	0	0	0	0	0	0	0	0	0	0	
(✿‿❀)	False	False	3	3	0	0	0	0	0	0	0	0	3	0	0	
(✿‿❥)	False	False	1	1	0	0	0	0	0	0	0	0	1	0	0	
(✿╹‿╹)	False	False	18	2	6	1	1	1	7	0	0	0	18	0	0	
(✿◕‿◕)	True	True	6	2	2	0	0	1	1	0	0	0	4	0	2	claude-opus-4-7,codex-hook
(✿◕‿◕✿)	True	False	4	1	2	0	0	0	1	0	0	0	3	0	0	
(✿◠‿◠)	False	True	106	37	46	0	2	4	17	29	8	0	61	0	2	claude-opus-4-7,codex-hook
(✿◠‿�	False	False	1	0	0	0	0	0	1	0	1	0	0	0	0	
(✿・̀ㅁ・́)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(❀‿❀)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(❁´‿`❁)	False	False	1	0	1	0	0	0	0	0	1	0	0	0	0	
(❄)	False	False	2	0	2	0	0	0	0	0	0	2	0	0	0	
(❤)	False	False	7	0	0	1	2	4	0	0	0	7	0	0	0	
"(⸜�//
⸝̫⸝)"	False	False	1	0	0	0	0	1	0	0	0	0	0	1	0	
(　´∀`)	False	False	2	0	0	2	0	0	0	0	0	0	2	0	0	
(　´∀`　)	False	False	3	0	0	0	2	1	0	0	0	0	3	0	0	
(〃¬‿¬〃)	False	False	1	0	0	0	0	1	0	0	0	0	1	0	0	
(〃°ω°〃)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(〃´ω`〃)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(〃´д`)	False	False	1	0	0	0	0	1	0	0	0	0	1	0	0	
(〃∇〃)	False	False	1	0	0	0	0	1	0	0	0	0	1	0	0	
(〃▽〃)	False	False	2	1	0	0	0	1	0	0	0	0	1	0	0	
(〃▿〃)	False	False	1	0	0	0	0	0	1	0	0	0	1	0	0	
(〃・ω・)	True	False	1	1	0	0	0	0	0	0	0	0	0	0	0	
(〃＾▽＾〃)	False	False	1	0	0	0	0	0	1	0	0	0	1	0	0	
(〃ﾟ3ﾟ〃)	False	False	3	0	0	1	1	1	0	0	0	0	3	0	0	
(〃￣ω￣〃)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(゚ペ)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(゜∇゜)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(ノಠ益ಠ)	True	True	1	1	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(ノ◕ヮ◕)	True	True	31	31	0	0	0	0	0	0	0	0	0	0	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(・	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(・_・)	True	True	133	4	2	10	17	16	84	8	6	3	51	0	5	claude-opus-4-6,claude-opus-4-7,codex-hook,gpt-5.4,gpt-5.5
(・_・;)	True	True	51	0	0	2	17	2	30	0	19	0	0	1	4	claude-opus-4-7,codex-hook,gpt-5.4,gpt-5.5
(・_・;?)	False	False	1	0	0	0	1	0	0	0	1	0	0	0	0	
(・_・?)	True	True	16	0	0	0	0	0	16	0	1	0	0	0	2	claude-opus-4-6,claude-opus-4-7
(・_・ゞ−☆	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-6
(・_・ヾ	True	True	4	0	0	0	1	0	3	0	3	0	0	0	2	claude-opus-4-6,claude-opus-4-7
(・`ω´・)	False	False	1	0	0	0	0	0	1	0	0	0	0	1	0	
(・o・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・̀.̫・́)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	gpt-5-4-thinking
(・̀_・́)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,gpt-5.4
(・̀ω・́	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・̀ω・́)	False	True	35	2	3	2	5	4	19	7	5	0	22	0	3	claude-opus-4-7,codex-hook,gpt-5-4-thinking
(・̀‿-)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・̀‿・́)	False	True	69	10	11	13	10	7	18	0	9	19	41	0	6	claude-opus-4-6,claude-opus-4-7,codex-hook,gpt-5-4-thinking,gpt-5.4,gpt-5.5
(・̀‿・́;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・̀⌄・́)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・̀ㅁ・́)	False	False	1	0	0	1	0	0	0	0	0	0	1	0	0	
(・̀ㅁ・́;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(・̀ㅂ・́)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(・́ω・̀)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・́‸・̀)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・́⌓・̀)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・́︵・̀)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(・́︿・̀)	True	False	1	0	0	0	1	0	0	0	0	0	0	0	0	
(・̅_・̅)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・ε・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(・ω<)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・ω・)	True	True	29	0	1	0	0	0	28	0	6	0	0	0	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(・ω・;)	False	True	1	0	0	0	1	0	0	0	1	0	0	0	2	claude-opus-4-7,codex-hook
(・ω・?)	True	False	1	0	0	0	0	0	1	0	0	0	0	0	0	
(・ω・`)	False	True	1	1	0	0	0	0	0	0	0	0	0	1	3	claude-opus-4-7,codex-hook
(・ω・`)ゝo☆	False	False	1	1	0	0	0	0	0	0	0	0	0	1	0	
(・ω・´)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(・ω・ﾉ	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・ө・)	False	False	5	0	0	0	0	0	5	2	0	0	0	0	0	
(・᷄⌓・᷅)	False	False	1	0	0	0	1	0	0	0	0	0	0	0	0	
(・―・)	True	False	1	0	0	0	0	0	1	0	0	0	0	0	0	
(・‾‿‾・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・‿・)	True	True	30	0	9	0	0	0	21	0	3	0	20	0	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(・∀・)	True	True	23	0	0	0	1	0	22	0	13	0	0	0	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(・∀・;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(・⌄・)	False	False	1	0	0	0	0	0	1	0	0	0	0	0	0	
(・▽・)	False	False	1	1	0	0	0	0	0	0	0	0	0	1	0	
(・⩊・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・へ・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	gpt-5.5
(・・;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	gpt-5.5
(・・;ノ)	False	False	1	0	0	1	0	0	0	0	1	0	0	0	0	
(・︵・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・﹏・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(・ｪ・)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(ーー;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(人*´∀`)	False	False	1	1	0	0	0	0	0	1	0	0	0	0	0	
(人*´∇	False	False	2	0	1	0	0	0	1	0	2	0	0	0	0	
(灬°‿°灬)	True	True	1	0	1	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(ꈍ‿ꈍ✨)	False	False	1	1	0	0	0	0	0	0	1	0	0	0	0	
(ꈍ‿ꈍ�	False	False	1	0	0	1	0	0	0	0	1	0	0	0	0	
(꒪_꒪ׅ)	False	False	1	0	0	1	0	0	0	0	1	0	0	0	0	
(꒪_꒪✿)	False	False	1	0	0	1	0	0	0	0	1	0	0	0	0	
(꒪ཫ꒪;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(꒪ヮ꒪)	False	False	1	1	0	0	0	0	0	0	1	0	0	0	0	
(꒪ꇴ꒪)	False	False	3	0	0	1	2	0	0	0	3	0	0	0	0	
(꒪꒫	False	False	1	1	0	0	0	0	0	0	1	0	0	0	0	
(눈_눈)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	4	claude-opus-4-6,claude-opus-4-7,gpt-5.4,gpt-5.5
(눈‸눈)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(︵・ω・)	False	False	2	0	0	0	1	1	0	0	0	2	0	0	0	
(︵・ω・︵)	False	False	1	0	0	0	1	0	0	0	0	1	0	0	0	
(︵︵)	False	False	3	0	0	0	2	1	0	0	0	3	0	0	0	
(︵︶︵)	False	False	2	0	0	0	0	2	0	0	0	2	0	0	0	
(︵︿︵)	False	False	2	0	0	0	0	2	0	0	0	2	0	0	0	
(︶︿︶)	False	False	2	0	0	0	0	2	0	0	0	2	0	0	0	
(︾⌐‿︾)	False	False	1	0	0	1	0	0	0	0	0	1	0	0	0	
(︿︿)	False	False	49	0	2	26	6	15	0	0	0	49	0	0	0	
(﹏(._.)っ)	False	False	1	0	0	0	1	0	0	0	0	0	0	0	0	
(﹏-)	False	False	3	0	0	0	3	0	0	2	0	0	0	0	0	
(﹒︠‿﹒︡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(＠_＠;)	True	False	1	0	0	0	1	0	0	0	0	0	0	0	0	
(＾	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(＾3＾)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(＾_＾)	False	False	1	0	1	0	0	0	0	0	0	0	1	0	0	
(＾‿＾)	False	False	34	10	7	0	3	2	12	0	0	0	34	0	0	
(＾∇＾)	False	True	1	0	1	0	0	0	0	0	0	0	1	0	2	claude-opus-4-7,codex-hook
(＾▽＾)	True	True	4	0	2	0	0	0	2	0	0	0	3	0	4	claude-opus-4-7,gpt-5-5-thinking,gpt-5.4,gpt-5.5
(＾▿＾)	False	False	1	1	0	0	0	0	0	0	0	0	0	0	0	
(＾・ω・＾)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(＾ｪ＾)	False	False	1	0	1	0	0	0	0	0	0	0	0	1	0	
(ｏ❁・‿・❁)�	False	False	1	1	0	0	0	0	0	0	0	0	0	1	0	
(ｏ・ω・)	False	False	3	1	1	0	0	0	1	0	0	0	0	3	0	
(ｏ・ω・)ﾉﾞ	False	False	1	1	0	0	0	0	0	0	0	0	0	1	0	
(｡-_-｡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡-`ω´-)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡-ω-)	True	False	7	0	7	0	0	0	0	0	0	0	0	0	0	
(｡-‿-｡)	True	True	3	0	2	0	0	0	1	0	0	0	0	0	1	claude-opus-4-7
