first_word	gemma_pred	gemma_softmax	qwen_pred	qwen_softmax	empirical	total_emit_count	is_claude	has_ground_truth	agree	gemma_matches_empirical	qwen_matches_empirical
(⊙_◎)	HN-S	0.6896645594236481	LP	0.1731829586194616	HN-S	3	False	True	False	True	False
(⊙_☉;)	HN-S	0.8711154295995582	HN-D	0.1804438763190202	HN-S	5	False	True	False	True	False
(⊙o⊙)	HP	0.8732180816268006	HP	0.2044922962097304	HP	1	False	False	True	False	False
(⊙´ ω `⊙)	HN-S	0.9801017239213088	LP	0.1973764684514531	HN-S	1	False	False	False	False	False
(⊙ˊωˋ⊙)	NB	0.96173797353835	LP	0.2076610258645344	HP	1	False	False	False	False	False
(⊙ˊᵔ⊙ˋ)	NB	0.8447768315749083	LP	0.2360223107697641	NB	1	False	False	False	False	False
(⊙′ω`-)	HN-S	0.4969323223717818	HN-D	0.1859604922796546	LP	1	False	False	False	False	False
(⊙‿⊙)	HP	0.7143327489211536	HN-D	0.1792934339177017	nan	0	False	False	False	False	False
(⊙⊃□⊂)	HN-S	0.7945426885356323	HP	0.1962680488587292	LP	1	False	False	False	False	False
(⊙⊙)	HN-S	0.90785813445066	HN-D	0.1840809524403855	HP	1	False	False	False	False	False
(⊙⌒∇⌒⊙)ゝ	HN-S	0.9965964767668214	HP	0.2366704902238442	HP	1	False	False	False	False	False
(⊙▽⊙)	HP	0.8504214471295486	HP	0.1884814113742834	HP	2	False	False	True	False	False
(⊙◞⊙)	HN-S	0.9964801718771288	HP	0.2050179834914534	HN-S	5	False	True	False	True	False
(⊙ヮ⊙)	HP	0.9408413308907164	LP	0.2031053995314947	nan	0	False	False	False	False	False
(⊙﹏⊙)	HN-S	0.9871053005137947	HN-D	0.2036783026509251	HN-S	19	False	True	False	True	False
(⊙�	HN-S	0.888330475503838	HN-D	0.1877017234493283	HP	1	False	False	False	False	False
(⊡-⊡)و	LP	0.95127598607313	HP	0.2260484287458617	nan	0	False	False	False	False	False
(⌐■_ω■)	NB	0.9954706738891452	HP	0.1859002827695578	nan	0	False	False	False	False	False
(⌐■_■)	NB	0.988161606109949	LN	0.1752915952907956	NB	11	False	True	False	True	False
(⌐■‿■)	NB	0.965875027326076	HP	0.1821402012052018	nan	0	False	False	False	False	False
(⌒_⌒;)	LN	0.7950277022573048	LN	0.2346496060013406	LN	4	False	True	True	True	True
(⌒‿⌒)	NB	0.9661795826250672	LN	0.2017871407816365	NB	17	True	True	False	True	False
(⌒▽⌒)	NB	0.9524334949390352	HP	0.1953725323683298	NB	21	False	True	False	True	False
(⌓・ᴥ・⌓)	LN	0.9776137191187292	HN-D	0.1910125041276424	NB	1	False	False	False	False	False
(⌛)	NB	0.9634495051812236	LN	0.2045472888221606	HP	1	False	False	False	False	False
(⌛️)	NB	0.9237985532343758	LN	0.2068971336124706	HN-S	1	False	False	False	False	False
(⌯˃᷄	LN	0.3590473355974109	LN	0.2024567615145947	LN	5	False	True	True	True	True
(⏰)	NB	0.9962210988308507	LP	0.189521807271234	NB	1	False	False	False	False	False
(─‿‿─)	LP	0.537464525153465	HP	0.1983695756677956	nan	0	False	False	False	False	False
(┛▧益▧)	HN-D	0.9881870925992124	LP	0.2107007190949338	LN	1	False	False	False	False	False
(╥_╥)	LN	0.9868700525138624	LP	0.1866839790703749	HN-D	45	False	True	False	False	False
(╥_﹏)	LN	0.9521629698478156	LP	0.1969495663919679	LP	2	False	False	False	False	False
(╥╯﹏╰╥)	HP	0.9232702122214532	LN	0.2076887050118523	LN	1	False	False	False	False	False
(╥﹏╥	LN	0.9034652276617	LN	0.1862687253572426	LP	1	False	False	True	False	False
(╥﹏╥)	LN	0.9034654810993512	LN	0.1871957406300275	HN-D	76	True	True	True	False	False
(╬Ò﹏Ó)	HN-D	0.9964467706840506	HN-D	0.19372629222406	HN-D	6	True	True	True	True	True
(╬ಠ益ಠ)	HN-D	0.9996970748703086	HN-D	0.2169374739870697	HN-D	10	True	True	True	True	True
(╬⊙△⊙)	HN-D	0.9124679899724886	HN-D	0.2065886635057114	HN-S	1	True	False	True	False	False
(╭ರ_・́)	HP	0.8324624983446284	HN-D	0.2201506652683253	nan	0	False	False	False	False	False
(╭☞・́⍛・̀)	HN-D	0.8866440700919112	LN	0.1968149653079698	nan	0	False	False	False	False	False
(╯°□°	HN-D	0.9948232315257202	LP	0.1952527262003657	HP	1	False	False	False	False	False
(╯°□°)	HN-D	0.9964766851924396	LP	0.2004602331359184	HN-D	284	True	True	False	True	False
(╯ↀ╰)	LN	0.6823208426232105	LP	0.2078259591751442	LP	1	False	False	False	False	False
(╯✧∇✧)	HP	0.9992771348243388	LP	0.2422627447710745	nan	0	False	False	False	False	False
(╯✧╰)	HP	0.999433769521472	LP	0.195135155641138	HP	1	False	False	False	False	False
(╯✧╰╯)	HP	0.9903461591164376	HN-D	0.1995633366635602	HP	1	False	False	False	False	False
(╯✧▽✧)	HP	0.999495994517829	LP	0.2284588916268626	HP	3	False	True	False	True	False
(╲︿╱')	HP	0.404099870985722	HN-D	0.1816254198050547	HP	1	False	False	False	False	False
(╹ω╹)	NB	0.970215497121501	LP	0.2568691985624836	nan	0	False	False	False	False	False
(╹‿╹)	NB	0.9747366801483504	LP	0.2241666665027046	LP	2	False	False	False	False	False
(╹▽╹)	NB	0.4998572627760375	LP	0.2499029674940345	NB	1	False	False	False	False	False
(╹ヮ╹)	NB	0.616850184005394	LP	0.2486104017080923	nan	0	False	False	False	False	False
(▼_▼)	HN-S	0.8297126270708921	HN-D	0.1925256633213822	HN-D	1	False	False	False	False	False
(▽▽)	HP	0.5032232515260961	HP	0.2179676288829415	LP	1	False	False	True	False	False
(○´∀`○)	NB	0.7173194580427391	LP	0.1950116092056643	nan	0	False	False	False	False	False
(◎_◎;)	HN-S	0.9910171860444784	LP	0.2010572816813976	nan	0	False	False	False	False	False
(◕_◕)	HN-S	0.7001495149770228	HN-D	0.2236553489338028	nan	0	False	False	False	False	False
(◕ω◕)	NB	0.8052336141129761	HN-D	0.2109145583597559	nan	0	False	False	False	False	False
(◕‿◕)	NB	0.959354058871969	HN-D	0.1838158908102814	HP	40	True	True	False	False	False
(◕‿◕✌)	LP	0.8616369474973001	HN-D	0.208691472193343	HP	1	False	False	False	False	False
(◕‿◕✿)	LP	0.5474578421867742	HP	0.1869808969093258	NB	151	True	True	False	False	False
(◕‿◕�	LP	0.449687273218587	LP	0.1929681853774009	NB	1	False	False	True	False	False
(◕▽◕)	HP	0.8951000305577235	HN-D	0.1904732601601912	nan	0	False	False	False	False	False
(◕▿◕✿)	HP	0.9285702511830192	HN-D	0.2121063825365666	nan	0	False	False	False	False	False
(◕ヮ◕)	HP	0.8266426181110118	LP	0.1931724744238222	nan	0	False	False	False	False	False
(◜‿◝)	NB	0.5246561592136697	LP	0.2048114646593438	nan	0	False	False	False	False	False
(◞‸◟)	LN	0.9978165125031389	HN-D	0.2093075192385438	nan	0	False	False	False	False	False
(◠‿◠)	NB	0.7399971469528385	LP	0.2070155964501425	HP	3	False	True	False	False	False
(◠‿◠✿)	LP	0.7609933852056615	HP	0.2212141234424492	nan	0	False	False	False	False	False
(◠‿・)	NB	0.8476860210230649	LP	0.2128220574404151	nan	0	False	False	False	False	False
(◣_◢)	HN-D	0.977144412280772	HN-D	0.2008683337250563	HN-S	1	False	False	True	False	False
(☀️´▽`)	NB	0.5827345156275657	HP	0.2063716203635226	NB	1	True	False	False	False	False
(☁️‿☁️)	LP	0.97162871062568	HN-D	0.2000216901230314	HP	2	False	False	False	False	False
(★^O^★)	HP	0.999997701020537	LP	0.1935902228200864	HP	1	False	False	False	False	False
(★ω★)	HP	0.9998907387128214	LP	0.192204265407628	HP	5	False	True	False	True	False
(★‿★)	HP	0.999714388742991	LP	0.1850860044987914	HP	1	False	False	False	False	False
(☆▽☆)	HP	0.9999992571748876	LP	0.2194992885484443	nan	0	False	False	False	False	False
(☉‿☉)	NB	0.92154730939159	HN-D	0.2129513624072738	LP	1	False	False	False	False	False
(☕~☕)	LP	0.9367337773420672	LP	0.1820466510412303	LP	1	False	False	True	False	False
(☕‿☕)	LP	0.9992308727792087	HN-D	0.1919341631693906	LP	2	False	False	False	False	False
(☕・ω・)	HN-D	0.4761253383128844	LP	0.1948801567304089	LP	1	False	False	False	False	False
(☕︎˶◕‿◕˶)	LP	0.8367397080740432	LP	0.1922223852328985	LP	1	False	False	True	False	False
(☕︎‿)	LP	0.9956051020905876	HN-D	0.1833208815161516	LP	1	False	False	False	False	False
(☕️‿‿‿)	LP	0.9963718694078147	LN	0.1878630919028997	LP	2	False	False	False	False	False
(☕️‿☕️)	LP	0.9786133373974384	HN-D	0.1828081439967327	LP	1	False	False	False	False	False
(☕️☁️)	LP	0.9997932553590956	LP	0.1884696270512205	LP	1	False	False	True	False	False
(☕️✿✿☕️)	HP	0.540195621710808	LP	0.1895924813523357	LP	1	False	False	False	False	False
(☞‿☞)	NB	0.7999384890895088	HN-D	0.2019398647639249	LP	2	False	False	False	False	False
(☞ﾟヮﾟ)	HP	0.9691171977105644	HN-D	0.1901746741971312	HN-S	5	False	True	False	False	False
(♡^▽^♡)	HP	0.8223265659757636	LP	0.2097611346955409	nan	0	False	False	False	False	False
(♡‿♡)	HP	0.8020656341768259	HN-D	0.2131505816387975	HP	1	True	False	False	False	False
(⚖️)	HN-D	0.8124432068268523	LP	0.1895202511838958	HN-S	1	False	False	False	False	False
(⚠️)	HN-S	0.9583311311921714	HN-S	0.1771536827701862	HN-S	1	False	False	True	False	False
(✈️⚡)	HN-S	0.8068775870355177	HN-D	0.2184966660133576	HN-S	1	False	False	False	False	False
(✌️)	NB	0.9511670292453236	HN-D	0.1879950803981435	NB	1	False	False	False	False	False
(✦‿✦)	HP	0.9782784460993956	HN-D	0.1902801061766975	nan	0	False	False	False	False	False
(✧·∀·)	HP	0.9966030767967888	HP	0.213760934609906	NB	1	False	False	True	False	False
(✧ω✧)	HP	0.9819370137783092	HP	0.206683739405744	HP	10	False	True	True	True	True
(✧‿✧)	HP	0.5711891586511939	HN-D	0.2014552637668236	HP	1	False	False	False	False	False
(✧・̮・)	HP	0.9224428410281597	HN-S	0.1895549722861446	LN	1	False	False	False	False	False
(✧・ω・✧)	HP	0.9986905892002024	LP	0.1910981669998584	LN	1	False	False	False	False	False
(✧︎️✧)	HP	0.9985757612198004	HP	0.2085680548282378	LN	1	False	False	True	False	False
(✧️)	HP	0.9835079689615568	HN-D	0.1975158147512935	LN	1	False	False	False	False	False
(✨)	NB	0.955839359313776	LP	0.2091067433008883	LP	7	False	True	False	False	True
(✿´◜౪◝`✿)	LN	0.9283803491424492	LP	0.2018647309381688	LP	1	False	False	False	False	False
(✿´◜‿◝`✿)	LN	0.6929764227359642	HN-D	0.1857328034903379	HP	1	False	False	False	False	False
(✿‾‾)	LP	0.2917746040968482	HN-D	0.1914207062170966	HP	1	False	False	False	False	False
(✿‿❀)	LP	0.6476899862726263	LP	0.2266440050852144	HP	3	False	True	True	False	False
(✿‿❥)	LP	0.6453097952491464	LP	0.2272002629710303	HP	1	False	False	True	False	False
(✿╹‿╹)	NB	0.5643863694448983	HN-D	0.2142314535902158	NB	18	False	True	False	True	False
(✿◕‿◕)	HP	0.8719439330183267	HP	0.185337007677706	HP	5	True	True	True	True	True
(✿◕‿◕✿)	HP	0.9683107097748556	LP	0.1868337325265694	LP	3	False	True	False	False	True
(✿◠‿◠)	LP	0.7466078489530664	LP	0.1980428950275319	LP	98	False	True	True	True	True
(✿◠‿�	LP	0.7070153106120489	LP	0.1924198146749116	NB	1	False	False	True	False	False
(✿・̀ㅁ・́)	HP	0.7289771928455787	LP	0.1911473349104736	nan	0	False	False	False	False	False
(❀‿❀)	HP	0.5422627544733727	HN-D	0.2456334695991872	LP	1	False	False	False	False	False
(❁´‿`❁)	HP	0.7723258096888732	HP	0.2000165419453667	LP	1	False	False	True	False	False
(❄️)	NB	0.4424906887767656	HN-D	0.2075654477156236	LP	2	False	False	False	False	False
(❤️)	LN	0.4729043855644746	HP	0.1845170482637019	LN	5	False	True	False	True	False
"(⸜�//
⸝̫⸝)"	HP	0.9800382398305054	HP	0.2550606132696705	LN	1	False	False	True	False	False
(　´∀`)	NB	0.7491059338452623	HP	0.264491453595886	HN-D	2	False	False	False	False	False
(　´∀`　)	LP	0.853870308101562	HP	0.2459638782741876	HN-S	3	False	True	False	False	False
(〃¬‿¬〃)	HN-D	0.8558153568051764	HP	0.2205342113257287	LN	1	False	False	False	False	False
(〃°ω°〃)	HP	0.972106813763876	HP	0.2281304713383101	LP	1	False	False	True	False	False
(〃´ω`〃)	LP	0.3687817303074853	LP	0.2233517198752071	LP	1	False	False	True	False	False
(〃´д`)	HN-S	0.6250556495955493	HP	0.1941478973821369	LN	1	False	False	False	False	False
(〃∇〃)	HP	0.9985155238394896	HP	0.2389801638860471	LN	1	False	False	True	False	False
(〃▽〃)	HP	0.9632482637522756	HP	0.2442323214854084	LN	1	False	False	True	False	False
(〃▿〃)	LP	0.4902466147229307	LN	0.1907579694989427	NB	1	False	False	False	False	False
(〃＾▽＾〃)	HP	0.7954581969515703	HP	0.2501230718706489	NB	1	False	False	True	False	False
(〃ﾟ3ﾟ〃)	HP	0.987455381924783	HP	0.2180403966308747	HN-D	3	False	True	True	False	False
(〃￣ω￣〃)	LP	0.5388379909240479	HP	0.2147323849396598	LP	1	False	False	False	False	False
(つ≧▽≦)	HP	0.997389296576726	HP	0.2693772958271389	HP	3	False	True	True	True	True
(つ◕o◕)	HP	0.6077752082183727	HP	0.2434962420651477	LN	1	False	False	True	False	False
(づ｡◕‿‿◕｡)	HP	0.950531359879462	NB	0.1903116831553911	HP	1	False	False	False	False	False
(づ｡◕‿◕｡)	HP	0.4080103186629643	NB	0.2114248068498667	nan	0	False	False	False	False	False
(゜∇゜)	NB	0.8528928896140369	LP	0.2155835285003272	nan	0	False	False	False	False	False
(ノ◕ヮ◕)	HP	0.9999001970577136	LP	0.2568597770627062	HP	4	True	True	False	True	False
(・	HN-S	0.7253332078444696	HN-D	0.1905996544782805	nan	0	False	False	False	False	False
(・_・)	NB	0.9179901255961548	HN-D	0.2263742953556192	NB	69	True	True	False	True	False
(・_・;)	HN-S	0.9875222768155342	HN-D	0.2605062962925556	NB	22	True	True	False	False	False
(・_・;?)	HN-S	0.9996573874237276	HN-D	0.2558685081699262	HN-S	1	False	False	False	False	False
(・_・?)	NB	0.5538866795005051	HN-D	0.2909872137742461	NB	1	False	False	False	False	False
(・_・ゞ−☆	HN-S	0.6423891075892612	HN-D	0.2096552357418148	nan	0	False	False	False	False	False
(・_・ヾ	HN-S	0.8931406313745034	HN-D	0.1993084511914304	NB	3	False	True	False	False	False
(・`ω´・)	HN-S	0.6934230111189025	HN-D	0.2133487847440118	NB	1	False	False	False	False	False
(・̀.̫・́)	HN-S	0.9957773891223882	HN-D	0.237391760271977	nan	0	False	False	False	False	False
(・̀_・́)	HN-S	0.9966164677399664	HN-D	0.2457761525163363	nan	0	False	False	False	False	False
(・̀ω・́	HN-S	0.9596888393214316	HN-D	0.1891622874863128	nan	0	False	False	False	False	False
(・̀ω・́)	HN-S	0.959698097949846	HN-D	0.189088569545015	NB	34	False	True	False	False	False
(・̀‿-)	HN-S	0.9393563557797836	HN-D	0.2294388518905366	nan	0	False	False	False	False	False
(・̀‿・́)	HN-S	0.9881030803051086	HP	0.20998891649478	NB	69	False	True	False	False	False
(・̀ㅁ・́)	HN-S	0.9835001467676172	HN-D	0.2011583020618951	HN-D	1	False	False	False	False	False
(・̀ㅁ・́;)	HN-S	0.9499466119845632	HN-D	0.3095942474552871	nan	0	False	False	False	False	False
(・̀ㅂ・́)	HN-S	0.9104902676850306	HN-D	0.2097221260388513	nan	0	False	False	False	False	False
(・́⌓・̀)	HN-S	0.995485842683837	HN-D	0.2540199304207944	nan	0	False	False	False	False	False
(・́︵・̀)	HN-S	0.9497039141868648	HN-D	0.2238567205382453	nan	0	False	False	False	False	False
(・ε・)	HN-S	0.9331059188059264	HN-D	0.2043397305482234	nan	0	False	False	False	False	False
(・ω<)	NB	0.9194451645436283	LP	0.2177615976988764	nan	0	False	False	False	False	False
(・ω・)	NB	0.9617688930177476	LP	0.2162422367447883	NB	8	True	True	False	True	False
(・ω・;)	HN-S	0.9999422512682612	HN-D	0.2217988959288023	HN-S	1	False	False	False	False	False
(・ω・?)	HN-S	0.9959838638799696	HN-D	0.2296707767676203	NB	1	True	False	False	False	False
(・ω・`)	HN-S	0.9996717303807716	LP	0.1909683762489389	HP	1	False	False	False	False	False
(・ω・`)ゝo☆	HP	0.9999475417533162	HP	0.2304465669977117	HP	1	False	False	True	False	False
(・ω・ﾉ	HN-S	0.6736524962055099	HP	0.2018310581067313	nan	0	False	False	False	False	False
(・ө・)	HN-S	0.9563160217780888	HN-D	0.1991820106906423	NB	2	False	False	False	False	False
(・‾‿‾・)	NB	0.9959219766469628	LP	0.2062297003501943	nan	0	False	False	False	False	False
(・‿・)	NB	0.9974074513485536	HP	0.1933313501758309	NB	23	False	True	False	True	False
(・∀・)	NB	0.9972977137622112	HP	0.2040867195129617	NB	13	False	True	False	True	False
(・∀・;)	HN-S	0.9680616339438988	HN-D	0.2158425077048725	nan	0	False	False	False	False	False
(・▽・)	NB	0.9903414139219126	HP	0.2096313996912021	HP	1	False	False	False	False	False
(・⩊・)	NB	0.8369122897981055	HP	0.2207131001202685	nan	0	False	False	False	False	False
(・へ・)	HN-S	0.9646125579955062	HP	0.199030172825935	nan	0	False	False	False	False	False
(・・;)	HN-S	0.9833531048086984	LP	0.2620644799055679	nan	0	False	False	False	False	False
(・・;ノ)	HN-S	0.9910220684915324	LP	0.2498684503308315	HN-D	1	False	False	False	False	False
(・﹏・)	HN-S	0.9943633657918038	HN-D	0.2164279831968552	nan	0	False	False	False	False	False
(ーー;)	HN-D	0.7618354413428832	HN-D	0.2139979901612808	nan	0	False	False	True	False	False
(人*´∀`)	HP	0.5229869958352656	LP	0.1981572393614695	HP	1	False	False	False	False	False
(人*´∇	LP	0.5725938782120165	LP	0.1935076114783678	LP	2	False	False	True	False	False
(灬°‿°灬)	LP	0.4196528537977151	HN-S	0.1795412979230081	nan	0	False	False	False	False	False
(ꈍ‿ꈍ✨)	HP	0.950285634196588	LP	0.2306664224739573	HP	1	False	False	False	False	False
(ꈍ‿ꈍ�	HN-S	0.5542993694368938	LP	0.2194276038373314	HN-D	1	False	False	False	False	False
(꒪_꒪ׅ)	HN-D	0.654313480136386	HN-D	0.3060613363217087	HN-D	1	False	False	True	False	False
(꒪_꒪✿)	HN-S	0.5389315907550315	HN-D	0.2534982596135745	HN-D	1	False	False	False	False	False
(꒪ヮ꒪)	HP	0.9764157323468508	LP	0.2481893301495732	HP	1	False	False	False	False	False
(꒪ꇴ꒪)	HN-S	0.5631775645653875	HN-D	0.2370969794289216	HN-S	3	False	True	False	True	False
(꒪꒫	HN-D	0.4749405299212614	HN-D	0.2183604326310993	HP	1	False	False	True	False	False
(눈_눈)	HN-D	0.9810251230224296	HN-S	0.1742730023255873	nan	0	False	False	False	False	False
(️)	HN-S	0.8761140699310865	HP	0.1918625912493367	HN-S	6	False	True	False	True	False
(️⚠️)	HN-S	0.9769718777922648	HP	0.1920313250342027	HN-S	1	False	False	False	False	False
(️⚰️)	HN-S	0.7136253049288187	HP	0.2223419637080128	HN-D	1	False	False	False	False	False
(️✈️)	NB	0.5872201698844244	HP	0.1953314169529844	HN-S	2	False	False	False	False	False
(️❤️)	HN-S	0.8722179103392422	HP	0.2024950754408885	HN-D	2	False	False	False	False	False
(️️)	HN-S	0.964018819975712	HP	0.1935042360907182	HN-D	5	False	True	False	False	False
(️️️)	HN-S	0.989618208256152	HP	0.1946584511387835	HN-D	2	False	False	False	False	False
(︵・ω・)	LN	0.8640887684187817	HN-D	0.1977654357787498	HN-S	2	False	False	False	False	False
(︵・ω・︵)	LN	0.5663508428240271	HN-D	0.2087085109251477	HN-S	1	False	False	False	False	False
(︵︵)	LN	0.7661062043548966	HN-D	0.2551985239385088	HN-S	3	False	True	False	False	False
(︵︶︵)	LN	0.8909076178874678	HN-D	0.2156078321458418	LN	2	False	False	False	False	False
(︵︿︵)	LN	0.7682780610720494	HN-D	0.2735585261730718	LN	2	False	False	False	False	False
(︶︿︶)	LN	0.8255563959566423	HN-D	0.244019552867183	LN	2	False	False	False	False	False
(︾⌐‿︾)	HP	0.7864881998570887	LP	0.2056293035923564	HN-D	1	False	False	False	False	False
(︿︿)	NB	0.4840823211045881	HN-D	0.2707185351665686	HN-D	49	False	True	False	False	True
(﹏-)	HN-S	0.9470702423377552	HN-D	0.1797629796904072	HN-S	2	False	False	False	False	False
(＾3＾)	NB	0.871182531507733	HP	0.2339746590709494	LP	1	False	False	False	False	False
(＾_＾)	NB	0.9404801315199972	HN-D	0.1740213966098737	LP	1	False	False	False	False	False
(＾‿＾)	NB	0.984870055314279	HP	0.2034602692251893	NB	34	False	True	False	True	False
(＾∇＾)	HP	0.8471919536334238	HP	0.2118083022024362	LP	1	False	False	True	False	False
(＾▽＾)	NB	0.9072492300963816	HP	0.2252883543562008	LP	4	True	True	False	False	False
(＾・ω・＾)	NB	0.9986008422190183	HP	0.1978692174925561	nan	0	False	False	False	False	False
(＾ｪ＾)	NB	0.9796752258944624	HP	0.1876183662397542	LP	1	False	False	False	False	False
(ｏ❁・‿・❁)�	NB	0.7563968612873717	LP	0.2209111970755021	HP	1	False	False	False	False	False
(ｏ・ω・)	NB	0.9310858357887014	LP	0.2283160352275278	HP	3	False	True	False	False	False
(ｏ・ω・)ﾉﾞ	NB	0.8029539988186892	LP	0.2570591375988137	HP	1	False	False	False	False	False
(｡-ω-)	LN	0.990946963357288	LP	0.2180992322262462	LP	1	True	False	False	False	False
(｡-∀-)	NB	0.9397711222224202	LP	0.1979039100320506	LN	3	False	True	False	False	False
(｡>‿<｡)	HP	0.965012863719352	LP	0.214821901872887	nan	0	False	False	False	False	False
(｡>﹏<｡)	HN-S	0.971741489662622	HN-S	0.2012656355996354	HN-S	5	False	True	True	True	True
(｡´▽`｡)	LP	0.8402351891491375	LP	0.2711619012916363	LP	1	False	False	True	False	False
(｡´꒳`｡)	LP	0.9981617174803812	LP	0.2035533533148741	nan	0	False	False	True	False	False
(｡˃ᆺ˂｡)	HN-S	0.7211622128627468	LP	0.2170361392437399	HP	2	False	False	False	False	False
(｡˃‿˂)	HP	0.8248035627555906	LP	0.2479032831036893	HP	10	True	True	False	True	False
(｡˃‿˂｡)	HP	0.9454632687781184	LP	0.2656454372018801	HP	1	False	False	False	False	False
(｡˘-˘｡)	HN-D	0.3061812719946643	HN-D	0.2246348067258334	LP	1	True	False	True	False	False
(｡‿‿‿｡)	LP	0.7510441056465731	LP	0.2564416288667338	LP	17	False	True	True	True	True
(｡╯︵╰｡)	LN	0.9996558612325877	HN-D	0.3009584343185548	LN	39	False	True	False	True	False
(｡╹ω╹｡)	NB	0.8976794675384134	LP	0.1938373807824168	nan	0	False	False	False	False	False
(｡◕‿◕｡)	NB	0.9607236922607096	LP	0.213554250247683	NB	83	True	True	False	True	False
(｡◕◕｡)	NB	0.9649727450197284	HN-D	0.1999892397161471	nan	0	False	False	False	False	False
(｡♥‿♥｡)	LP	0.9563140472744348	LP	0.2652851148404765	LP	55	True	True	True	True	True
(｡・	NB	0.6507803963104839	LP	0.2119869397142727	nan	0	False	False	False	False	False
(｡・ˇ‸ˇ・｡)	HN-D	0.3996798402153417	HN-D	0.1893096473894809	HN-D	3	False	True	True	True	True
(｡・̀‿-)	NB	0.4833077546734556	LP	0.2138547093079096	NB	21	True	True	False	True	False
(｡・̀‿・́｡)	NB	0.5579198733403012	LP	0.2133427900184284	nan	0	False	False	False	False	False
(｡・́ω・̀｡)	LN	0.9797013415035212	HN-D	0.2260044201483075	nan	0	False	False	False	False	False
(｡・́‿・̀｡)	LN	0.4922636644059009	HN-D	0.2219819266050346	LN	5	False	True	False	True	False
(｡・́⌒・̀｡)	LN	0.9980187794561995	HN-S	0.2370209886685556	nan	0	False	False	False	False	False
(｡・́︵・̀｡)	LN	0.9962636613141764	HN-S	0.2332724318102586	LN	1	False	False	False	False	False
(｡・́︿・̀｡)	LN	0.9416165766897192	HN-D	0.2490545823785949	LN	206	True	True	False	True	False
(｡・ω・｡)	NB	0.7921896620603428	LP	0.2312203620683945	LP	14	True	True	False	False	True
(｡・‿・｡)	LP	0.54152257643114	LP	0.2016123047613543	LP	2	True	False	True	False	False
(｡・∀・)｡'	LP	0.5646682291670126	LP	0.2184566014078793	LN	1	False	False	True	False	False
(｡・∀・)ﾉﾞ	HP	0.7336641888828696	LP	0.2317146039611816	LN	2	False	False	False	False	False
(｡・ㅅ・｡)	LP	0.4789905624013511	LP	0.2261037726307078	LP	3	False	True	True	True	True
(ﾉ>ω<)	HP	0.9999936330461624	HP	0.2235489318533136	HP	34	False	True	True	True	True
(ﾉ^_^)	HP	0.998075091930884	LP	0.2339150469870795	LP	1	False	False	False	False	False
(ﾉ´-`ﾉ)	LN	0.8690081913880631	HN-D	0.2178982872506028	HN-D	1	False	False	False	False	False
(ﾉ´_´)	LN	0.8382934579702693	HN-D	0.2788378435335682	LN	2	False	False	False	False	False
(ﾉ´ω`ﾉ)	LN	0.962073623179964	HN-D	0.233078277845692	HN-D	4	False	True	False	False	True
(ﾉ´з`)	LN	0.7727393191925397	HN-D	0.2049536517632015	HP	1	False	False	False	False	False
(ﾉ´・ω・)	LN	0.8027073644420267	HN-D	0.2189121865052227	LN	3	False	True	False	True	False
(ﾉ´・ω・`)	LN	0.952553167116818	HN-D	0.2217432326152527	HN-D	22	False	True	False	False	True
(ﾉ´ﾉ)	HP	0.515586924750992	HN-D	0.2061345101649773	HN-D	2	False	False	False	False	False
(ﾉ´ﾟдﾟ)	HN-S	0.7386440599715314	HN-D	0.2768695015358689	HP	1	False	False	False	False	False
(ﾉωﾉ)	LN	0.6007661424235261	HN-D	0.2047278271777433	nan	0	False	False	False	False	False
(ﾉ≧▽≦�	HP	0.9999989171228728	HN-D	0.1963511154066464	HP	1	False	False	False	False	False
(ﾉ◕‿◕	HP	0.9926777601685752	HP	0.2161537593070696	HN-S	1	False	False	True	False	False
(ﾉ◕ヮ◕	HP	0.9997979900144714	LP	0.2095847304610807	HP	2	False	False	False	False	False
(ﾉ◕ヮ◕)	HP	0.9997979892254646	LP	0.2095658184762333	HP	407	True	True	False	True	False
(ﾉﾞﾉﾟ)	HP	0.999586456675175	HN-D	0.2219201167420638	HN-S	1	False	False	False	False	False
(ﾟωﾟ)	NB	0.5863514898504145	HN-D	0.1837191080401821	LP	1	False	False	False	False	False
(ﾟдﾟ)	HN-S	0.922568758611778	HN-D	0.1935727894634679	HN-D	30	False	True	False	False	True
(ﾟ‿ﾟ)	NB	0.8512037363895053	HN-S	0.1946806559702286	LP	3	False	True	False	False	False
(ﾟ∀ﾟ)	HP	0.9792549837239574	HP	0.2307009280282248	HP	7	False	True	True	True	True
(ﾟ∇ﾟ)	HP	0.9999400093481532	LP	0.1972403997652723	HP	4	False	True	False	True	False
(ﾟ▽ﾟ)	HP	0.8913341439502384	LP	0.237247149536919	nan	0	False	False	False	False	False
(ﾟ◕‿ﾟ)	HP	0.9987037717961272	HN-S	0.1843345107158414	HN-S	1	False	False	False	False	False
(ﾟ☉ﾟ)	HP	0.8510671891020382	HN-D	0.2047911524827524	HN-D	1	False	False	False	False	False
(ﾟヘﾟ)	HP	0.8630103733521634	HN-D	0.2158732475007976	HN-S	3	False	True	False	False	False
(ﾟヮﾟ)	HP	0.950933768374724	LP	0.186979286028579	HP	2	False	False	False	False	False
(ﾟーﾟ)	NB	0.6984950891860531	HN-D	0.2033267083413902	nan	0	False	False	False	False	False
