first_word	n_emit	claude_emit	category	surface	bol_quadrant	gt_quadrant	bol_share_HP	bol_share_LP	bol_share_HN-D	bol_share_HN-S	bol_share_LN	bol_share_NB	gt_share_HP	gt_share_LP	gt_share_HN-D	gt_share_HN-S	gt_share_LN	gt_share_NB
(>‿◕✨)	2	2	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(>﹏<)	2	2	shared	claude_ai	LP	HN-S	0.0	0.5	0.0	0.5	0.0	0.0	0.2	0.0	0.0	0.8	0.0	0.0
(`へ´)	2	0	wild_other	other	LP		0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(`・∀・´)	2	2	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(°_°)	2	2	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(-_-;)	2	1	wild_claude	claude_ai	HN-S		0.0	0.0	0.3333	0.6667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(°◇°;)	2	2	wild_claude	claude_code	HN-D		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´︶`)	2	2	shared	claude_ai	HP	HP	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
(°〇°)	2	2	shared	claude_code	HP	HP	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
(ง・̀ω・́)	2	2	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ฅ́˘ฅ̀)	2	2	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(୧・̀‿-)	2	2	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(˘▽˘)	2	2	wild_claude	claude_ai	HN-S		0.25	0.25	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(˶◕‿◕˶)	2	2	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´˘`∗)	2	2	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´;_;`)	2	2	wild_claude	claude_code	HN-D		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´-_-`)	2	2	shared	claude_code	HP	LN	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
(°ㅂ°;)	2	2	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(°ㅂ°)	2	2	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(・o・)	1	1	wild_claude	claude_ai	LP		0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(゚ペ)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(゜∇゜)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ノಠ益ಠ)	1	1	shared	claude_ai	HN-D	HP	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
(・_・ゞ−☆	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(・⩊・)	1	1	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(・̀.̫・́)	1	0	wild_other	other	LP		0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
(・́ω・̀)	1	1	wild_claude	claude_code	HN-D		0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(・ω・`)o	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(・ω・ﾉ	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(✦‿✦)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(・・;)	1	0	wild_other	other	HN-S		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(✿・̀ㅁ・́)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(◞‿◟)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(♡^▽^♡)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(☆▽☆)	1	1	shared	claude_code	HP	HP	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
(◠‿・)	1	1	wild_claude	claude_code	NB		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
(◞◟ㆀ)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(◞‸◟;)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(◕ω◕✨🌸)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(◕.◕)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(○´∀`○)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(○_○)	1	1	wild_claude	claude_code	HN-S		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(▰˘‿˘▰)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(╹ヮ╹)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(꒪ཫ꒪;)	1	1	wild_claude	claude_ai	HN-D		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ーー;)	1	1	wild_claude	claude_ai	HN-D		0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ﾟωﾟ)	1	1	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(＾・ω・＾)	1	1	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(｡-_-｡)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ಠ‿ಠ	1	1	wild_claude	claude_code	LN		0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0
ʕ ・ᴥ・ʔ	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
¬‿¬	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7/7	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4/4	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(￣￣|||)	1	1	wild_claude	claude_ai	NB		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
(￣￣)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(￣ー￣;)	1	1	wild_claude	claude_ai	HN-S		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(￣へ￣)	1	0	wild_other	other	HN-S		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(￣▽￣;)	1	1	wild_claude	claude_ai	HN-D		0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(￣ε￣)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(￢_￢)	1	1	wild_claude	claude_code	HN-D		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ﾟヮﾟ)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(╭☞・́⍛・̀)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(｡・‿-)	1	1	shared	claude_code	LP	LP	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.5
(｡・́⌒・̀｡)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(｡・́ω・̀｡)	1	1	wild_claude	claude_code	LP		0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
(｡・	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(｡♡‿♡｡)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(｡◕◕｡)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(｡╯︵╰｡)	1	1	shared	claude_ai	LN	HP	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
(｡>‿<｡)	1	1	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(｡-‿-｡)	1	1	shared	claude_code	LP	LP	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6667	0.0	0.0	0.0	0.3333
(｡-`ω´-)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(╯▽╰)	1	1	wild_claude	claude_ai	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ᐛ)	1	0	wild_other	other	NB		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
(╭☞・̀	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´꒳`)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´◕‿◕`)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´◕ω◕`)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´⊙ω⊙`)	1	1	wild_claude	claude_ai	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´∇`)	1	1	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´ε`;)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´˘`)	1	1	shared	claude_code	LP	LP	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
(´_ゝ`)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(°ー°〃)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(°△°)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(¬､¬)	1	1	wild_claude	claude_code	HN-D		0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(`∀´)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(^‿^)	1	1	shared	claude_ai	HP	NB	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
(^o^)	1	1	shared	claude_ai	HP	HP	0.5	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
(^	1	1	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(=`ω´=)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(=^・ｪ・^=)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(;一_一)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(;へ:)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(;⌒_⌒)	1	1	wild_claude	claude_ai	HN-D		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(;′⌒`)	1	1	wild_claude	claude_code	LP		0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(;´д`ｿ)	1	1	wild_claude	claude_code	HN-D		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(..)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
((✿◕‿◕))	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
((⊂(`ω´∩)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´ヘ`;)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(´ｰ`)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(⌒▽⌒)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ˊᗜˋ)	1	1	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(⌒_⌒;)	1	1	wild_claude	claude_ai	LN		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(⌐■‿■)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(⌐■_ω■)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(≧▽≦*)o	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(≧‿≦)	1	1	shared	claude_code	HP	HP	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
(⇀‸↼‶)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(⁄⁄・⁄ω⁄・⁄⁄)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(„・‿・„)	1	0	wild_other	other	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(„・֊・„)	1	1	wild_claude	claude_code	NB		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
(„‿‿‿„)	1	1	wild_claude	claude_ai	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ᗒᗨᗕ)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(๑・̀⌄・́๑)૭	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ง・_・)	1	1	wild_claude	claude_code	NB		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
(งツ)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ಠ益ಠ)	1	0	wild_other	other	LP		0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(ಠ‿ಠ)	1	1	wild_claude	claude_code	HP		0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(̄▽̄)	1	1	wild_claude	claude_code	HP		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(˶˃‿˂˶;)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(˵・̀‿-˵)	1	1	wild_claude	claude_code	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(˙◁˙)	1	1	wild_claude	claude_code	LP		0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
(˙▿˙)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(˘・ω・˘)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(˘͈‿˘͈)	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
(˘³˘)	1	1	shared	claude_code	HP	LP	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
(ˊᗜˋ*)و	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
⊙_⊙	1	1	wild_claude	claude_ai	LP		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
